Date,NAV
13-10-2024,1321.51910
11-10-2024,1321.06940
10-10-2024,1320.84740
09-10-2024,1320.62540
08-10-2024,1320.40330
07-10-2024,1320.18280
06-10-2024,1319.96160
04-10-2024,1319.51330
03-10-2024,1319.29270
02-10-2024,1319.06240
01-10-2024,1318.83750
30-09-2024,1318.61470
29-09-2024,1318.37890
27-09-2024,1317.91500
26-09-2024,1317.68660
25-09-2024,1317.45570
24-09-2024,1317.22300
23-09-2024,1316.98680
22-09-2024,1316.75010
20-09-2024,1316.27590
19-09-2024,1316.04210
18-09-2024,1315.81030
17-09-2024,1315.57200
16-09-2024,1315.33680
15-09-2024,1315.10420
13-09-2024,1314.63820
12-09-2024,1314.40790
11-09-2024,1314.18320
10-09-2024,1313.95760
09-09-2024,1313.73450
08-09-2024,1313.50990
06-09-2024,1313.05560
05-09-2024,1312.83270
04-09-2024,1312.60920
03-09-2024,1312.38740
02-09-2024,1312.16490
01-09-2024,1311.94460
30-08-2024,1311.47460
29-08-2024,1311.24230
28-08-2024,1311.01110
27-08-2024,1310.78580
26-08-2024,1310.56060
25-08-2024,1310.33740
23-08-2024,1309.88770
22-08-2024,1309.66460
21-08-2024,1309.43770
20-08-2024,1309.21480
19-08-2024,1308.98800
18-08-2024,1308.76500
16-08-2024,1308.31180
15-08-2024,1308.08790
14-08-2024,1307.85750
13-08-2024,1307.63500
12-08-2024,1307.41000
11-08-2024,1307.18940
09-08-2024,1306.73060
08-08-2024,1306.50420
07-08-2024,1306.27250
06-08-2024,1306.05140
05-08-2024,1305.82980
04-08-2024,1305.60970
02-08-2024,1305.16090
01-08-2024,1304.93720
31-07-2024,1304.71460
30-07-2024,1304.48870
29-07-2024,1304.26530
28-07-2024,1304.04320
26-07-2024,1303.59300
25-07-2024,1303.36960
24-07-2024,1303.14200
23-07-2024,1302.91090
22-07-2024,1302.67970
21-07-2024,1302.45080
19-07-2024,1301.99010
18-07-2024,1301.77210
17-07-2024,1301.54840
16-07-2024,1301.32350
15-07-2024,1301.09990
14-07-2024,1300.87790
12-07-2024,1300.42940
11-07-2024,1300.20680
10-07-2024,1299.98160
09-07-2024,1299.75760
08-07-2024,1299.53290
07-07-2024,1299.30660
05-07-2024,1298.85810
04-07-2024,1298.63850
03-07-2024,1298.41840
02-07-2024,1298.19640
01-07-2024,1297.96860
30-06-2024,1297.74530
28-06-2024,1297.27250
27-06-2024,1297.03020
26-06-2024,1296.79990
25-06-2024,1296.57360
24-06-2024,1296.34710
23-06-2024,1296.11740
21-06-2024,1295.64910
20-06-2024,1295.41850
19-06-2024,1295.18960
18-06-2024,1294.95930
