Date,NAV
13-10-2024,1276.30010
10-10-2024,1275.65560
09-10-2024,1275.44130
08-10-2024,1275.22790
07-10-2024,1275.01470
06-10-2024,1274.80230
03-10-2024,1274.16080
02-10-2024,1273.94680
30-09-2024,1273.51220
29-09-2024,1273.28230
26-09-2024,1272.61700
25-09-2024,1272.39610
24-09-2024,1272.16750
23-09-2024,1271.94030
22-09-2024,1271.71280
19-09-2024,1271.03310
18-09-2024,1270.80970
17-09-2024,1270.58080
16-09-2024,1270.35510
15-09-2024,1270.13150
12-09-2024,1269.46730
11-09-2024,1269.24980
10-09-2024,1269.03130
09-09-2024,1268.81610
08-09-2024,1268.59830
05-09-2024,1267.93950
04-09-2024,1267.72450
03-09-2024,1267.51140
02-09-2024,1267.29860
01-09-2024,1267.08790
31-08-2024,1266.86380
29-08-2024,1266.41670
28-08-2024,1266.19670
27-08-2024,1265.98050
26-08-2024,1265.76560
25-08-2024,1265.55150
22-08-2024,1264.90500
21-08-2024,1264.68600
20-08-2024,1264.46710
19-08-2024,1264.24870
18-08-2024,1264.03210
15-08-2024,1263.37490
13-08-2024,1262.93990
12-08-2024,1262.72460
11-08-2024,1262.51150
08-08-2024,1261.85710
07-08-2024,1261.63430
06-08-2024,1261.41940
05-08-2024,1261.21130
04-08-2024,1260.99560
01-08-2024,1260.35010
31-07-2024,1260.13490
30-07-2024,1259.91830
29-07-2024,1259.70450
28-07-2024,1259.49140
25-07-2024,1258.84310
24-07-2024,1258.62270
23-07-2024,1258.40060
22-07-2024,1258.17790
21-07-2024,1257.95540
18-07-2024,1257.30800
17-07-2024,1257.09260
15-07-2024,1256.66480
14-07-2024,1256.45390
12-07-2024,1256.02360
11-07-2024,1255.81020
10-07-2024,1255.58660
09-07-2024,1255.37220
08-07-2024,1255.15860
07-07-2024,1254.94030
06-07-2024,1254.72330
05-07-2024,1254.50640
04-07-2024,1254.29490
03-07-2024,1254.08120
02-07-2024,1253.86720
01-07-2024,1253.65470
30-06-2024,1253.43900
27-06-2024,1252.75370
26-06-2024,1252.52990
25-06-2024,1252.31370
24-06-2024,1252.09540
23-06-2024,1251.87350
20-06-2024,1251.19840
19-06-2024,1250.97920
18-06-2024,1250.76030
17-06-2024,1250.53640
16-06-2024,1250.31040
13-06-2024,1249.63500
12-06-2024,1249.42060
11-06-2024,1249.20620
10-06-2024,1248.99120
09-06-2024,1248.77760
06-06-2024,1248.13220
05-06-2024,1247.91910
04-06-2024,1247.70550
03-06-2024,1247.49780
02-06-2024,1247.28640
30-05-2024,1246.61940
29-05-2024,1246.40740
28-05-2024,1246.19490
27-05-2024,1245.98230
26-05-2024,1245.76390
23-05-2024,1245.10120
22-05-2024,1244.87530
21-05-2024,1244.65240
20-05-2024,1244.42810
19-05-2024,1244.20480
18-05-2024,1243.98150
16-05-2024,1243.53690
15-05-2024,1243.32550
14-05-2024,1243.11460
13-05-2024,1242.89510
12-05-2024,1242.67380
09-05-2024,1242.00370
08-05-2024,1241.78060
07-05-2024,1241.56140
06-05-2024,1241.34520
05-05-2024,1241.13370
02-05-2024,1240.49710
01-05-2024,1240.28220
29-04-2024,1239.84050
28-04-2024,1239.61890
25-04-2024,1238.95500
24-04-2024,1238.73520
23-04-2024,1238.51570
22-04-2024,1238.29760
21-04-2024,1238.08070
18-04-2024,1237.44280
17-04-2024,1237.23320
15-04-2024,1236.81320
14-04-2024,1236.59790
11-04-2024,1235.93910
09-04-2024,1235.50310
08-04-2024,1235.28610
07-04-2024,1235.07290
04-04-2024,1234.42320
03-04-2024,1234.20700
02-04-2024,1233.98910
01-04-2024,1233.77750
31-03-2024,1233.53840
30-03-2024,1233.29930
27-03-2024,1232.57810
26-03-2024,1232.36040
25-03-2024,1232.13330
21-03-2024,1231.24130
20-03-2024,1231.02030
19-03-2024,1230.81170
18-03-2024,1230.59970
17-03-2024,1230.38360
14-03-2024,1229.72030
13-03-2024,1229.51370
12-03-2024,1229.30380
11-03-2024,1229.08670
10-03-2024,1228.86860
06-03-2024,1227.99850
05-03-2024,1227.78970
04-03-2024,1227.58190
03-03-2024,1227.37130
29-02-2024,1226.72620
28-02-2024,1226.50800
27-02-2024,1226.30060
26-02-2024,1226.08200
25-02-2024,1225.86370
22-02-2024,1225.20890
21-02-2024,1225.00090
20-02-2024,1224.79010
19-02-2024,1224.57970
18-02-2024,1224.36180
15-02-2024,1223.70970
14-02-2024,1223.49150
13-02-2024,1223.27430
12-02-2024,1223.05560
11-02-2024,1222.83600
08-02-2024,1222.17540
07-02-2024,1221.95970
06-02-2024,1221.74950
05-02-2024,1221.54310
04-02-2024,1221.33610
01-02-2024,1220.70490
31-01-2024,1220.49280
30-01-2024,1220.27310
29-01-2024,1220.05340
28-01-2024,1219.83320
27-01-2024,1219.61170
24-01-2024,1218.94870
23-01-2024,1218.72850
22-01-2024,1218.50870
21-01-2024,1218.28790
19-01-2024,1217.84640
18-01-2024,1217.62710
17-01-2024,1217.40750
16-01-2024,1217.18790
15-01-2024,1216.96850
14-01-2024,1216.75020
12-01-2024,1216.31230
11-01-2024,1216.09670
10-01-2024,1215.87710
09-01-2024,1215.65690
08-01-2024,1215.43760
07-01-2024,1215.21870
04-01-2024,1214.56610
03-01-2024,1214.34890
02-01-2024,1214.13070
01-01-2024,1213.91140
31-12-2023,1213.69210
30-12-2023,1213.46700
29-12-2023,1213.24190
28-12-2023,1213.02500
27-12-2023,1212.80460
26-12-2023,1212.58400
25-12-2023,1212.36380
22-12-2023,1211.69880
21-12-2023,1211.48050
20-12-2023,1211.25980
19-12-2023,1211.04110
18-12-2023,1210.82140
17-12-2023,1210.60310
15-12-2023,1210.16940
14-12-2023,1209.95500
13-12-2023,1209.73690
12-12-2023,1209.51840
11-12-2023,1209.30020
10-12-2023,1209.08280
07-12-2023,1208.43420
06-12-2023,1208.21760
05-12-2023,1208.00100
04-12-2023,1207.78440
03-12-2023,1207.56690
30-11-2023,1206.91100
29-11-2023,1206.69380
28-11-2023,1206.47630
27-11-2023,1206.25800
23-11-2023,1205.37820
22-11-2023,1205.15870
21-11-2023,1204.94040
20-11-2023,1204.72010
19-11-2023,1204.50160
16-11-2023,1203.84490
15-11-2023,1203.62750
14-11-2023,1203.41000
12-11-2023,1202.97210
09-11-2023,1202.32180
08-11-2023,1202.10470
07-11-2023,1201.88860
06-11-2023,1201.67260
05-11-2023,1201.45720
02-11-2023,1200.81520
01-11-2023,1200.60110
31-10-2023,1200.38490
30-10-2023,1200.16850
29-10-2023,1199.95460
28-10-2023,1199.73680
26-10-2023,1199.30600
25-10-2023,1199.09110
24-10-2023,1198.87560
22-10-2023,1198.44450
19-10-2023,1197.79600
18-10-2023,1197.58150
17-10-2023,1197.36620
16-10-2023,1197.15100
15-10-2023,1196.93590
12-10-2023,1196.28820
11-10-2023,1196.07300
10-10-2023,1195.85760
09-10-2023,1195.64280
08-10-2023,1195.42840
05-10-2023,1194.77950
04-10-2023,1194.56460
03-10-2023,1194.34980
02-10-2023,1194.13580
30-09-2023,1193.69630
28-09-2023,1193.25950
27-09-2023,1193.04200
26-09-2023,1192.82710
25-09-2023,1192.61440
24-09-2023,1192.39950
21-09-2023,1191.75070
20-09-2023,1191.53480
19-09-2023,1191.32020
17-09-2023,1190.88830
14-09-2023,1190.23940
13-09-2023,1190.02450
12-09-2023,1189.80950
11-09-2023,1189.59550
10-09-2023,1189.38370
07-09-2023,1188.74500
06-09-2023,1188.54620
05-09-2023,1188.34940
04-09-2023,1188.15190
03-09-2023,1187.95060
31-08-2023,1187.32940
30-08-2023,1187.12160
29-08-2023,1186.90880
28-08-2023,1186.69540
27-08-2023,1186.48270
24-08-2023,1185.84010
23-08-2023,1185.62640
22-08-2023,1185.41340
21-08-2023,1185.20040
20-08-2023,1184.98730
17-08-2023,1184.35690
16-08-2023,1184.14520
15-08-2023,1183.93450
13-08-2023,1183.51570
10-08-2023,1182.89760
09-08-2023,1182.69850
08-08-2023,1182.49980
07-08-2023,1182.28190
06-08-2023,1182.08710
05-08-2023,1181.88980
03-08-2023,1181.49500
02-08-2023,1181.29930
01-08-2023,1181.10190
31-07-2023,1180.90290
30-07-2023,1180.70050
29-07-2023,1180.49840
27-07-2023,1180.09420
26-07-2023,1179.89790
25-07-2023,1179.69740
24-07-2023,1179.49390
23-07-2023,1179.28790
20-07-2023,1178.66710
19-07-2023,1178.46360
18-07-2023,1178.26440
17-07-2023,1178.06580
16-07-2023,1177.86830
13-07-2023,1177.27110
12-07-2023,1177.07500
11-07-2023,1176.87670
10-07-2023,1176.67220
09-07-2023,1176.47020
06-07-2023,1175.86620
05-07-2023,1175.66550
04-07-2023,1175.46960
03-07-2023,1175.27180
02-07-2023,1175.07590
01-07-2023,1174.86430
29-06-2023,1174.44140
27-06-2023,1174.00820
26-06-2023,1173.79770
25-06-2023,1173.59200
22-06-2023,1172.97260
21-06-2023,1172.77710
20-06-2023,1172.57870
19-06-2023,1172.37900
18-06-2023,1172.17760
15-06-2023,1171.55800
14-06-2023,1171.35540
13-06-2023,1171.15500
12-06-2023,1170.96200
11-06-2023,1170.76250
08-06-2023,1170.15960
07-06-2023,1169.95820
06-06-2023,1169.76070
05-06-2023,1169.56700
04-06-2023,1169.37320
01-06-2023,1168.78680
31-05-2023,1168.59490
30-05-2023,1168.40420
29-05-2023,1168.21090
28-05-2023,1168.01750
25-05-2023,1167.43210
24-05-2023,1167.23740
23-05-2023,1167.04240
22-05-2023,1166.84540
21-05-2023,1166.64970
18-05-2023,1166.05870
17-05-2023,1165.85810
16-05-2023,1165.65570
15-05-2023,1165.44460
14-05-2023,1165.23440
11-05-2023,1164.59840
10-05-2023,1164.38880
09-05-2023,1164.17950
08-05-2023,1163.96920
07-05-2023,1163.76100
06-05-2023,1163.55220
04-05-2023,1163.13480
03-05-2023,1162.92700
02-05-2023,1162.72070
01-05-2023,1162.51810
29-04-2023,1162.10260
27-04-2023,1161.68840
26-04-2023,1161.48020
25-04-2023,1161.27080
24-04-2023,1161.06220
23-04-2023,1160.85720
20-04-2023,1160.23940
19-04-2023,1160.03780
18-04-2023,1159.83540
17-04-2023,1159.63340
16-04-2023,1159.43840
12-04-2023,1158.64880
11-04-2023,1158.45270
10-04-2023,1158.25810
09-04-2023,1158.06390
08-04-2023,1157.86010
07-04-2023,1157.65630
05-04-2023,1157.24770
04-04-2023,1157.05670
03-04-2023,1156.86300
02-04-2023,1156.66810
31-03-2023,1156.21280
30-03-2023,1155.98220
28-03-2023,1155.56480
27-03-2023,1155.35950
26-03-2023,1155.15190
23-03-2023,1154.54990
22-03-2023,1154.34700
21-03-2023,1154.14250
20-03-2023,1153.93720
19-03-2023,1153.73380
16-03-2023,1153.11760
15-03-2023,1152.91720
14-03-2023,1152.72430
13-03-2023,1152.53280
12-03-2023,1152.34050
09-03-2023,1151.76320
08-03-2023,1151.56850
07-03-2023,1151.37690
05-03-2023,1150.99310
04-03-2023,1150.80080
02-03-2023,1150.41590
01-03-2023,1150.22480
28-02-2023,1150.03180
27-02-2023,1149.82740
26-02-2023,1149.62570
23-02-2023,1149.01300
22-02-2023,1148.81520
21-02-2023,1148.61200
20-02-2023,1148.41280
19-02-2023,1148.21260
16-02-2023,1147.63600
15-02-2023,1147.44530
14-02-2023,1147.25460
13-02-2023,1147.06150
12-02-2023,1146.86420
09-02-2023,1146.26050
08-02-2023,1146.05690
07-02-2023,1145.86240
06-02-2023,1145.67660
05-02-2023,1145.49140
02-02-2023,1144.94080
