Date,NAV
13-10-2024,1001.35490
11-10-2024,1001.00000
10-10-2024,1003.73300
09-10-2024,1003.54480
08-10-2024,1003.35070
07-10-2024,1003.17400
06-10-2024,1002.99150
04-10-2024,1002.64230
03-10-2024,1002.45830
02-10-2024,1002.20720
01-10-2024,1002.02990
30-09-2024,1001.79270
29-09-2024,1001.52670
27-09-2024,1001.13320
26-09-2024,1001.00000
25-09-2024,1003.55600
24-09-2024,1003.38920
23-09-2024,1003.45100
22-09-2024,1003.02410
20-09-2024,1002.66110
19-09-2024,1002.48240
18-09-2024,1002.25650
17-09-2024,1002.07410
16-09-2024,1001.89870
15-09-2024,1001.70540
12-09-2024,1001.15850
11-09-2024,1001.00000
10-09-2024,1003.48010
09-09-2024,1003.31280
08-09-2024,1003.12620
06-09-2024,1002.76510
05-09-2024,1002.59040
04-09-2024,1002.41830
03-09-2024,1002.23500
02-09-2024,1002.05880
01-09-2024,1001.86760
30-08-2024,1001.50510
29-08-2024,1001.32990
28-08-2024,1001.15770
27-08-2024,1001.00000
26-08-2024,1003.32850
25-08-2024,1003.14870
23-08-2024,1002.79310
22-08-2024,1002.61630
21-08-2024,1002.42750
20-08-2024,1002.26400
19-08-2024,1002.07930
18-08-2024,1001.90440
16-08-2024,1001.55090
15-08-2024,1001.36200
14-08-2024,1001.18270
13-08-2024,1001.00000
12-08-2024,1004.04540
11-08-2024,1003.87640
09-08-2024,1003.51580
08-08-2024,1003.33150
07-08-2024,1003.14450
06-08-2024,1002.96310
05-08-2024,1002.79760
04-08-2024,1002.61710
02-08-2024,1002.26330
01-08-2024,1002.09080
31-07-2024,1001.90470
30-07-2024,1001.72720
29-07-2024,1001.53960
28-07-2024,1001.36330
26-07-2024,1001.00000
25-07-2024,1003.51670
24-07-2024,1003.35450
23-07-2024,1003.19250
22-07-2024,1003.01640
21-07-2024,1002.84090
19-07-2024,1002.50040
18-07-2024,1002.29470
17-07-2024,1002.09400
16-07-2024,1001.91260
15-07-2024,1001.75220
14-07-2024,1001.55730
12-07-2024,1001.19620
11-07-2024,1001.00000
10-07-2024,1003.56880
09-07-2024,1003.37550
08-07-2024,1003.19280
07-07-2024,1003.05170
05-07-2024,1002.70000
04-07-2024,1002.54900
03-07-2024,1002.38570
02-07-2024,1002.21400
01-07-2024,1001.96760
30-06-2024,1001.72000
28-06-2024,1001.36620
27-06-2024,1001.18400
26-06-2024,1001.00000
25-06-2024,1003.52700
24-06-2024,1003.36820
23-06-2024,1003.18250
21-06-2024,1002.81780
20-06-2024,1002.63730
19-06-2024,1002.46020
18-06-2024,1002.26800
17-06-2024,1002.07480
14-06-2024,1001.52410
13-06-2024,1001.35660
12-06-2024,1001.18290
11-06-2024,1001.00000
10-06-2024,1003.44540
09-06-2024,1003.26940
07-06-2024,1002.90870
06-06-2024,1002.69670
05-06-2024,1002.48910
04-06-2024,1002.30590
03-06-2024,1002.12840
02-06-2024,1001.93030
31-05-2024,1001.56130
30-05-2024,1001.39270
29-05-2024,1001.19380
28-05-2024,1001.00000
27-05-2024,1003.99880
26-05-2024,1003.81570
24-05-2024,1003.45820
23-05-2024,1003.27230
22-05-2024,1003.09290
21-05-2024,1002.90670
20-05-2024,1002.67010
17-05-2024,1002.12770
16-05-2024,1001.94800
15-05-2024,1001.76860
14-05-2024,1001.57590
13-05-2024,1001.37540
12-05-2024,1001.18360
10-05-2024,1003.41780
09-05-2024,1003.23800
08-05-2024,1003.06570
07-05-2024,1002.95170
06-05-2024,1002.76630
05-05-2024,1002.56990
03-05-2024,1002.21030
02-05-2024,1002.03800
01-05-2024,1001.84910
30-04-2024,1001.66680
29-04-2024,1001.49940
28-04-2024,1001.36210
26-04-2024,1001.00000
25-04-2024,1003.38520
24-04-2024,1003.25590
23-04-2024,1003.09000
22-04-2024,1002.92670
21-04-2024,1002.74200
19-04-2024,1002.38800
18-04-2024,1002.25350
17-04-2024,1002.06030
16-04-2024,1001.88820
15-04-2024,1001.72510
14-04-2024,1001.55140
12-04-2024,1001.20430
11-04-2024,1001.00000
10-04-2024,1004.27400
09-04-2024,1004.01020
08-04-2024,1003.83340
07-04-2024,1003.59000
05-04-2024,1003.23730
04-04-2024,1003.04830
03-04-2024,1002.76620
02-04-2024,1002.59950
01-04-2024,1002.16450
31-03-2024,1001.97610
28-03-2024,1001.41170
