Date,NAV
13-10-2024,1035.93310
11-10-2024,1035.54860
10-10-2024,1035.33910
09-10-2024,1035.13960
08-10-2024,1034.91470
07-10-2024,1034.69390
06-10-2024,1037.59510
04-10-2024,1037.20750
03-10-2024,1036.97590
02-10-2024,1036.70830
01-10-2024,1036.49880
30-09-2024,1036.26850
29-09-2024,1035.91870
27-09-2024,1035.52750
26-09-2024,1035.31780
25-09-2024,1035.09840
24-09-2024,1034.91320
23-09-2024,1034.69390
22-09-2024,1037.32730
20-09-2024,1036.92670
19-09-2024,1036.70820
18-09-2024,1036.47380
17-09-2024,1036.27240
16-09-2024,1036.06290
15-09-2024,1035.85940
13-09-2024,1035.45620
12-09-2024,1035.26170
11-09-2024,1035.06290
10-09-2024,1034.87440
09-09-2024,1034.69390
08-09-2024,1037.20360
06-09-2024,1036.81290
05-09-2024,1036.63480
04-09-2024,1036.45360
03-09-2024,1036.25890
02-09-2024,1036.06590
01-09-2024,1035.85290
30-08-2024,1035.45700
29-08-2024,1035.27340
28-08-2024,1035.08320
27-08-2024,1034.89400
26-08-2024,1034.69390
25-08-2024,1037.26210
23-08-2024,1036.87370
22-08-2024,1036.67000
21-08-2024,1036.46660
20-08-2024,1036.27330
19-08-2024,1036.06290
18-08-2024,1035.87650
16-08-2024,1035.49200
15-08-2024,1035.28750
14-08-2024,1035.08760
13-08-2024,1034.89050
12-08-2024,1034.69390
11-08-2024,1037.25730
09-08-2024,1036.86090
08-08-2024,1036.65800
07-08-2024,1036.46080
06-08-2024,1036.25480
05-08-2024,1036.08150
04-08-2024,1035.87400
02-08-2024,1035.48290
01-08-2024,1035.30390
31-07-2024,1035.09770
30-07-2024,1034.90370
29-07-2024,1034.69390
28-07-2024,1037.24920
26-07-2024,1036.84500
25-07-2024,1036.67710
24-07-2024,1036.47140
23-07-2024,1036.27430
22-07-2024,1036.08210
21-07-2024,1035.87720
19-07-2024,1035.48700
18-07-2024,1035.27940
17-07-2024,1035.06390
16-07-2024,1034.86800
15-07-2024,1034.69390
14-07-2024,1037.38680
12-07-2024,1036.99240
11-07-2024,1036.77620
10-07-2024,1036.55330
09-07-2024,1036.35410
08-07-2024,1036.15340
07-07-2024,1035.99240
05-07-2024,1035.60170
04-07-2024,1035.44090
03-07-2024,1035.25420
02-07-2024,1035.03140
01-07-2024,1034.69390
30-06-2024,1037.04110
28-06-2024,1036.63250
27-06-2024,1036.37340
26-06-2024,1036.17760
25-06-2024,1036.01460
24-06-2024,1035.88670
23-06-2024,1035.69780
21-06-2024,1035.30240
20-06-2024,1035.09320
19-06-2024,1034.89600
18-06-2024,1034.69390
17-06-2024,1037.46980
14-06-2024,1036.87380
13-06-2024,1036.68590
12-06-2024,1036.50290
11-06-2024,1036.29780
10-06-2024,1036.10320
09-06-2024,1035.89370
07-06-2024,1035.49780
06-06-2024,1035.30650
05-06-2024,1035.09420
04-06-2024,1034.88610
03-06-2024,1034.69390
02-06-2024,1037.06540
31-05-2024,1036.66070
30-05-2024,1036.47410
29-05-2024,1036.27960
28-05-2024,1036.07350
27-05-2024,1035.88100
26-05-2024,1035.69190
24-05-2024,1035.29560
23-05-2024,1035.09470
22-05-2024,1034.89450
21-05-2024,1034.69390
20-05-2024,1037.43720
17-05-2024,1036.83400
16-05-2024,1036.59660
15-05-2024,1036.37730
14-05-2024,1036.16670
13-05-2024,1035.93280
12-05-2024,1035.72510
10-05-2024,1035.32710
09-05-2024,1035.15050
08-05-2024,1034.98590
07-05-2024,1034.84220
06-05-2024,1034.69390
05-05-2024,1037.10320
03-05-2024,1036.71050
02-05-2024,1036.48250
01-05-2024,1036.25640
30-04-2024,1036.04930
29-04-2024,1035.89200
28-04-2024,1035.70970
26-04-2024,1035.31460
25-04-2024,1035.17130
24-04-2024,1035.05530
23-04-2024,1034.88680
22-04-2024,1034.69390
21-04-2024,1037.36840
19-04-2024,1036.96430
18-04-2024,1036.82660
17-04-2024,1036.63290
15-04-2024,1036.21930
14-04-2024,1035.98460
12-04-2024,1035.59410
11-04-2024,1035.40370
09-04-2024,1034.88900
08-04-2024,1034.69390
07-04-2024,1038.08520
05-04-2024,1037.68800
04-04-2024,1037.44760
03-04-2024,1037.21400
02-04-2024,1037.01260
01-04-2024,1036.38580
31-03-2024,1036.15720
30-03-2024,1035.92850
28-03-2024,1035.47190
27-03-2024,1034.86850
26-03-2024,1034.69390
25-03-2024,1037.54080
22-03-2024,1036.90220
21-03-2024,1036.77470
20-03-2024,1036.60500
19-03-2024,1036.40080
18-03-2024,1036.18200
17-03-2024,1035.94860
15-03-2024,1035.53030
14-03-2024,1035.34490
13-03-2024,1035.17610
12-03-2024,1034.92920
11-03-2024,1034.69390
10-03-2024,1037.45200
07-03-2024,1036.84030
06-03-2024,1036.59510
05-03-2024,1036.39440
04-03-2024,1036.18640
03-03-2024,1035.97430
01-03-2024,1035.56760
29-02-2024,1035.35350
28-02-2024,1035.12810
27-02-2024,1034.90820
26-02-2024,1034.69390
