Date,NAV
13-10-2024,1065.36390
10-10-2024,1064.82720
09-10-2024,1064.64600
08-10-2024,1064.46900
07-10-2024,1064.29160
06-10-2024,1064.11500
03-10-2024,1063.58300
02-10-2024,1063.40780
30-09-2024,1063.04520
29-09-2024,1062.85670
26-09-2024,1062.30360
25-09-2024,1062.11920
24-09-2024,1061.93770
23-09-2024,1061.74850
22-09-2024,1061.55770
19-09-2024,1060.99310
18-09-2024,1060.81000
17-09-2024,1060.62300
16-09-2024,1060.46530
15-09-2024,1060.27570
13-09-2024,1059.89610
12-09-2024,1059.70720
11-09-2024,1059.52790
10-09-2024,1059.34390
09-09-2024,1059.16460
08-09-2024,1058.98630
05-09-2024,1058.44860
04-09-2024,1058.26870
03-09-2024,1058.09310
02-09-2024,1057.91670
01-09-2024,1057.73860
29-08-2024,1057.17120
28-08-2024,1056.98380
27-08-2024,1056.80100
26-08-2024,1056.61940
25-08-2024,1056.43720
22-08-2024,1055.90030
21-08-2024,1055.71970
20-08-2024,1055.53750
19-08-2024,1055.35630
18-08-2024,1055.17890
15-08-2024,1054.63240
13-08-2024,1054.27350
12-08-2024,1054.09450
11-08-2024,1053.91760
08-08-2024,1053.37400
07-08-2024,1053.18760
06-08-2024,1053.01080
05-08-2024,1052.83420
04-08-2024,1052.65850
01-08-2024,1052.12910
31-07-2024,1051.95140
30-07-2024,1051.76940
29-07-2024,1051.59020
28-07-2024,1051.41100
25-07-2024,1050.87060
24-07-2024,1050.68790
23-07-2024,1050.50000
22-07-2024,1050.31170
21-07-2024,1050.12770
18-07-2024,1049.58060
17-07-2024,1049.40070
15-07-2024,1049.04170
14-07-2024,1048.86280
12-07-2024,1048.50500
11-07-2024,1048.32650
10-07-2024,1048.14700
09-07-2024,1047.96680
08-07-2024,1047.78650
07-07-2024,1047.60560
05-07-2024,1047.24230
04-07-2024,1047.06160
03-07-2024,1046.88350
02-07-2024,1046.70590
01-07-2024,1046.52960
30-06-2024,1046.34880
27-06-2024,1045.78120
26-06-2024,1045.59280
25-06-2024,1045.40730
24-06-2024,1045.22340
23-06-2024,1045.03660
20-06-2024,1044.46800
19-06-2024,1044.28160
18-06-2024,1044.09750
17-06-2024,1043.90800
14-06-2024,1043.34540
13-06-2024,1043.15860
12-06-2024,1042.97950
11-06-2024,1042.79980
10-06-2024,1042.62150
09-06-2024,1042.44240
06-06-2024,1041.90090
05-06-2024,1041.72510
04-06-2024,1041.54600
03-06-2024,1041.36870
02-06-2024,1041.19220
30-05-2024,1040.63290
29-05-2024,1040.45630
28-05-2024,1040.27780
27-05-2024,1040.09690
26-05-2024,1039.91350
23-05-2024,1039.35720
22-05-2024,1039.17130
21-05-2024,1038.98600
20-05-2024,1038.79980
17-05-2024,1038.24050
16-05-2024,1038.05490
15-05-2024,1037.88290
14-05-2024,1037.71070
13-05-2024,1037.53240
12-05-2024,1037.34810
09-05-2024,1036.79170
08-05-2024,1036.60770
07-05-2024,1036.42360
06-05-2024,1036.24540
05-05-2024,1036.06190
02-05-2024,1035.50910
01-05-2024,1035.32940
30-04-2024,1035.14250
29-04-2024,1034.95570
28-04-2024,1034.77200
25-04-2024,1034.21280
24-04-2024,1034.02620
23-04-2024,1033.83950
22-04-2024,1033.65270
21-04-2024,1033.46770
18-04-2024,1032.93650
17-04-2024,1032.75710
15-04-2024,1032.40200
14-04-2024,1032.21970
11-04-2024,1031.67280
09-04-2024,1031.30440
08-04-2024,1031.12330
07-04-2024,1030.94230
04-04-2024,1030.40130
03-04-2024,1030.21900
02-04-2024,1030.04020
01-04-2024,1029.86280
31-03-2024,1029.66490
28-03-2024,1029.07130
27-03-2024,1028.87340
26-03-2024,1028.68580
25-03-2024,1028.50070
21-03-2024,1027.75190
20-03-2024,1027.56460
19-03-2024,1027.38640
18-03-2024,1027.21110
17-03-2024,1027.03010
14-03-2024,1026.47110
13-03-2024,1026.29740
12-03-2024,1026.12260
11-03-2024,1025.94070
10-03-2024,1025.75610
06-03-2024,1025.01360
05-03-2024,1024.83770
04-03-2024,1024.66310
03-03-2024,1024.48860
01-03-2024,1024.12780
29-02-2024,1023.94740
28-02-2024,1023.76320
27-02-2024,1023.58800
26-02-2024,1023.40570
25-02-2024,1023.22080
22-02-2024,1022.66580
21-02-2024,1022.49070
20-02-2024,1022.31330
19-02-2024,1022.13430
16-02-2024,1021.58500
15-02-2024,1021.40190
14-02-2024,1021.22020
13-02-2024,1021.03710
12-02-2024,1020.85350
11-02-2024,1020.66950
08-02-2024,1020.11660
07-02-2024,1019.93530
06-02-2024,1019.76160
05-02-2024,1019.58990
04-02-2024,1019.41740
02-02-2024,1019.05980
01-02-2024,1018.88100
31-01-2024,1018.68830
30-01-2024,1018.50410
29-01-2024,1018.31980
28-01-2024,1018.13480
24-01-2024,1017.39620
23-01-2024,1017.21140
22-01-2024,1017.02660
19-01-2024,1016.46870
18-01-2024,1016.28410
17-01-2024,1016.09930
16-01-2024,1015.91440
15-01-2024,1015.72960
14-01-2024,1015.54540
12-01-2024,1015.17760
11-01-2024,1014.99370
10-01-2024,1014.80900
09-01-2024,1014.62450
08-01-2024,1014.43960
