Date,NAV
13-10-2024,11.82250
11-10-2024,11.81820
10-10-2024,11.81790
09-10-2024,11.81050
08-10-2024,11.79610
07-10-2024,11.79280
06-10-2024,11.79380
04-10-2024,11.78950
03-10-2024,11.79050
02-10-2024,11.78380
01-10-2024,11.78160
30-09-2024,11.77110
29-09-2024,11.76560
27-09-2024,11.76120
26-09-2024,11.75710
25-09-2024,11.75510
24-09-2024,11.75400
23-09-2024,11.75150
22-09-2024,11.75390
21-09-2024,11.75180
20-09-2024,11.74960
19-09-2024,11.74490
18-09-2024,11.73950
17-09-2024,11.73730
16-09-2024,11.73460
15-09-2024,11.72860
13-09-2024,11.72430
12-09-2024,11.71870
11-09-2024,11.71400
10-09-2024,11.71020
09-09-2024,11.70830
08-09-2024,11.70800
06-09-2024,11.70360
05-09-2024,11.70000
04-09-2024,11.69770
03-09-2024,11.69910
02-09-2024,11.69530
01-09-2024,11.69040
30-08-2024,11.68600
29-08-2024,11.69000
28-08-2024,11.68880
27-08-2024,11.68810
26-08-2024,11.68650
25-08-2024,11.68160
23-08-2024,11.67730
22-08-2024,11.66940
21-08-2024,11.66890
20-08-2024,11.66290
19-08-2024,11.65460
18-08-2024,11.65180
16-08-2024,11.64740
15-08-2024,11.64730
14-08-2024,11.64510
13-08-2024,11.64720
12-08-2024,11.63930
11-08-2024,11.63910
09-08-2024,11.63480
08-08-2024,11.63370
07-08-2024,11.63540
06-08-2024,11.62690
05-08-2024,11.62390
04-08-2024,11.61850
02-08-2024,11.61410
01-08-2024,11.61100
31-07-2024,11.59930
30-07-2024,11.60380
29-07-2024,11.60690
28-07-2024,11.58660
26-07-2024,11.58220
25-07-2024,11.57680
24-07-2024,11.57850
23-07-2024,11.57450
22-07-2024,11.57400
21-07-2024,11.55970
19-07-2024,11.55530
18-07-2024,11.56270
17-07-2024,11.56050
16-07-2024,11.55830
15-07-2024,11.55210
14-07-2024,11.55260
12-07-2024,11.54820
11-07-2024,11.54210
10-07-2024,11.54070
09-07-2024,11.53500
08-07-2024,11.53200
07-07-2024,11.53070
05-07-2024,11.52630
04-07-2024,11.52290
03-07-2024,11.51630
02-07-2024,11.51190
01-07-2024,11.51010
30-06-2024,11.50750
29-06-2024,11.50530
28-06-2024,11.50310
27-06-2024,11.50080
26-06-2024,11.50450
25-06-2024,11.50120
24-06-2024,11.49670
23-06-2024,11.49070
21-06-2024,11.48630
20-06-2024,11.48270
19-06-2024,11.47160
18-06-2024,11.46520
17-06-2024,11.46310
16-06-2024,11.46090
14-06-2024,11.45640
13-06-2024,11.45270
12-06-2024,11.44760
11-06-2024,11.44640
10-06-2024,11.44270
09-06-2024,11.43790
07-06-2024,11.43350
06-06-2024,11.42450
05-06-2024,11.41720
04-06-2024,11.41690
03-06-2024,11.42660
02-06-2024,11.41890
01-06-2024,11.41670
31-05-2024,11.41450
30-05-2024,11.41630
29-05-2024,11.41820
28-05-2024,11.41550
27-05-2024,11.41540
26-05-2024,11.41070
24-05-2024,11.40630
23-05-2024,11.40470
22-05-2024,11.40250
21-05-2024,11.39330
19-05-2024,11.38500
18-05-2024,11.38280
17-05-2024,11.38060
16-05-2024,11.37960
15-05-2024,11.37450
14-05-2024,11.36790
13-05-2024,11.36920
12-05-2024,11.36570
10-05-2024,11.36110
09-05-2024,11.35540
08-05-2024,11.35120
07-05-2024,11.35330
06-05-2024,11.35430
05-05-2024,11.34140
03-05-2024,11.33690
02-05-2024,11.33060
01-05-2024,11.32490
30-04-2024,11.32260
29-04-2024,11.31930
28-04-2024,11.31480
26-04-2024,11.31030
25-04-2024,11.30970
24-04-2024,11.30760
23-04-2024,11.31030
22-04-2024,11.30550
21-04-2024,11.29810
19-04-2024,11.29360
18-04-2024,11.30540
17-04-2024,11.30290
16-04-2024,11.30060
15-04-2024,11.29570
14-04-2024,11.29220
13-04-2024,11.29000
12-04-2024,11.28780
11-04-2024,11.29500
10-04-2024,11.29270
09-04-2024,11.29080
08-04-2024,11.28850
07-04-2024,11.28940
06-04-2024,11.28710
05-04-2024,11.28490
04-04-2024,11.28300
03-04-2024,11.27550
02-04-2024,11.27050
01-04-2024,11.27290
31-03-2024,11.27070
30-03-2024,11.26850
28-03-2024,11.26630
27-03-2024,11.25730
26-03-2024,11.25510
25-03-2024,11.25430
22-03-2024,11.24760
21-03-2024,11.25280
20-03-2024,11.25070
19-03-2024,11.24280
18-03-2024,11.24420
17-03-2024,11.24260
15-03-2024,11.23820
14-03-2024,11.23670
13-03-2024,11.23680
12-03-2024,11.23560
11-03-2024,11.23450
10-03-2024,11.23010
08-03-2024,11.22570
07-03-2024,11.22350
06-03-2024,11.21750
05-03-2024,11.21400
04-03-2024,11.20900
03-03-2024,11.20930
02-03-2024,11.20710
01-03-2024,11.20490
29-02-2024,11.20380
28-02-2024,11.20140
27-02-2024,11.19410
26-02-2024,11.19620
25-02-2024,11.18530
24-02-2024,11.18310
23-02-2024,11.18090
22-02-2024,11.18060
21-02-2024,11.18280
20-02-2024,11.17430
19-02-2024,11.17240
18-02-2024,11.17020
16-02-2024,11.16580
15-02-2024,11.16470
14-02-2024,11.15960
13-02-2024,11.16270
12-02-2024,11.15720
11-02-2024,11.15920
09-02-2024,11.15480
08-02-2024,11.15290
07-02-2024,11.15310
06-02-2024,11.15260
05-02-2024,11.14620
04-02-2024,11.15430
03-02-2024,11.15210
02-02-2024,11.14990
01-02-2024,11.14240
31-01-2024,11.12350
30-01-2024,11.11990
29-01-2024,11.11440
28-01-2024,11.11270
26-01-2024,11.10830
25-01-2024,11.10610
24-01-2024,11.09670
23-01-2024,11.09760
22-01-2024,11.09500
21-01-2024,11.09280
19-01-2024,11.08840
18-01-2024,11.08770
17-01-2024,11.08910
16-01-2024,11.08740
15-01-2024,11.08110
14-01-2024,11.08400
12-01-2024,11.07960
11-01-2024,11.07750
10-01-2024,11.07410
09-01-2024,11.07280
08-01-2024,11.06670
07-01-2024,11.06150
06-01-2024,11.05930
05-01-2024,11.05710
04-01-2024,11.05530
03-01-2024,11.05400
02-01-2024,11.05590
01-01-2024,11.04540
31-12-2023,11.04710
30-12-2023,11.04490
29-12-2023,11.04480
28-12-2023,11.03810
27-12-2023,11.03870
26-12-2023,11.04210
25-12-2023,11.03510
24-12-2023,11.03290
22-12-2023,11.02850
21-12-2023,11.02330
20-12-2023,11.02190
19-12-2023,11.02080
18-12-2023,11.01870
17-12-2023,11.01830
15-12-2023,11.01390
14-12-2023,11.00130
13-12-2023,10.97370
12-12-2023,10.97530
11-12-2023,10.97750
10-12-2023,10.97790
08-12-2023,10.97330
07-12-2023,10.97120
06-12-2023,10.96920
05-12-2023,10.96630
04-12-2023,10.96370
03-12-2023,10.95560
01-12-2023,10.95100
30-11-2023,10.95030
29-11-2023,10.95170
28-11-2023,10.94500
27-11-2023,10.94560
26-11-2023,10.94340
24-11-2023,10.93900
23-11-2023,10.93770
22-11-2023,10.93690
21-11-2023,10.92770
20-11-2023,10.93240
19-11-2023,10.93150
17-11-2023,10.92710
16-11-2023,10.92520
15-11-2023,10.92160
14-11-2023,10.91830
13-11-2023,10.91610
12-11-2023,10.91270
10-11-2023,10.90830
09-11-2023,10.91180
08-11-2023,10.89350
07-11-2023,10.89710
06-11-2023,10.88820
05-11-2023,10.88260
04-11-2023,10.88040
03-11-2023,10.87820
02-11-2023,10.87480
01-11-2023,10.86250
31-10-2023,10.85920
30-10-2023,10.85890
29-10-2023,10.85760
27-10-2023,10.85320
26-10-2023,10.86060
25-10-2023,10.85920
24-10-2023,10.85530
23-10-2023,10.85310
22-10-2023,10.85490
20-10-2023,10.85040
19-10-2023,10.84790
18-10-2023,10.84060
17-10-2023,10.84710
16-10-2023,10.84600
15-10-2023,10.84850
13-10-2023,10.84410
12-10-2023,10.84630
11-10-2023,10.84220
10-10-2023,10.83400
09-10-2023,10.83330
08-10-2023,10.83260
06-10-2023,10.82820
05-10-2023,10.84250
04-10-2023,10.83990
03-10-2023,10.84760
02-10-2023,10.85130
30-09-2023,10.84700
29-09-2023,10.84480
28-09-2023,10.84190
27-09-2023,10.84430
26-09-2023,10.85060
25-09-2023,10.85040
24-09-2023,10.84500
22-09-2023,10.84070
21-09-2023,10.84740
20-09-2023,10.84080
19-09-2023,10.83620
18-09-2023,10.83400
17-09-2023,10.84060
