Fund House,Scheme Type,Scheme Category,Scheme Code,Scheme Name,NAV,Date
Taurus Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,111788,Taurus Ethical Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,93.68,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,111803,Aditya Birla Sun Life Medium Term Plan - Growth - Regular Plan,36.7334,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,111809,Aditya Birla Sun Life Medium Term Plan - REGULAR - Quarterly IDCW,12.7624,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,111811,Aditya Birla Sun Life Medium Term Plan - REGULAR - HALFYEARLY IDCW,12.9236,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,111812,Aditya Birla Sun Life Medium Term Plan - Regular - IDCW,15.862,14-10-2024
Aditya Birla Sun Life Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,111848,Aditya Birla Sun Life Dynamic Bond Fund-Discipline Advantage Plan-Growth,30.3377,14-10-2024
Taurus Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,111903,Taurus Ethical Fund -  Regular Plan - Bonus Option,138.56,14-10-2024
Edelweiss Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,111935,Edelweiss Large Cap Fund -Plan B - Growth option,86.81,14-10-2024
Edelweiss Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,111936,Edelweiss Large Cap Fund - Regular Plan - IDCW Option,29.47,14-10-2024
Edelweiss Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,111937,Edelweiss Large Cap Fund -Plan C - Growth option,85.67,14-10-2024
Edelweiss Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,111938,Edelweiss Large Cap Fund - Plan B - IDCW Option,87.84,14-10-2024
Edelweiss Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,111939,Edelweiss Large Cap Fund - Plan C - IDCW Option,70.02,14-10-2024
Edelweiss Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,111940,Edelweiss Large Cap Fund - Regular Plan - Growth Option,86.28,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Other Scheme - Gold ETF,111954,SBI Gold ETF,65.7638,14-10-2024
ICICI Prudential Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,111957,ICICI Prudential Focused Equity Fund - Growth,89.62,14-10-2024
ICICI Prudential Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,111958,ICICI Prudential Focused Equity Fund - IDCW,28.75,14-10-2024
Canara Robeco Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,111962,CANARA ROBECO DYNAMIC BOND FUND - REGULAR PLAN - GROWTH OPTION,28.2669,14-10-2024
Canara Robeco Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,111963,CANARA ROBECO DYNAMIC BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),13.9618,14-10-2024
Bank of India Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,111970,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,1007.4498,14-10-2024
Bank of India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,111971,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,1002.1069,14-10-2024
ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,111987,ICICI Prudential Corporate Bond Fund - Growth,28.1471,14-10-2024
ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,111991,ICICI Prudential Corporate Bond Fund - Monthly IDCW,10.4179,14-10-2024
ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,111992,ICICI Prudential Corporate Bond Fund -Quarterly IDCW,10.9897,14-10-2024
Edelweiss Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,112012,Edelweiss Aggressive Hybrid Fund- Plan B-Growth Option,62.38,14-10-2024
Edelweiss Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,112013,Edelweiss Aggressive Hybrid Fund  - Plan B - IDCW Option,63.57,14-10-2024
Aditya Birla Sun Life Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112014,Aditya Birla Sun Life Liquid Fund- Discipline Advantage Plan,270.469,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,112016,Aditya Birla Sun Life Savings Fund - Discipline Advantage Plan,298.5115,14-10-2024
Quantum Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,112038,Quantum Equity Fund Of Funds - Direct Plan IDCW,85.524,14-10-2024
Quantum Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,112039,Quantum Equity Fund of Funds - Direct Plan Growth Option,85.524,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,112076,UTI Money Market Fund - Regular Plan - Daily IDCW (Reinvestment),1147.9965,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,112077,UTI MMF - Regular Plan - Growth Option,2920.5043,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,112083,UTI Ultra Short Duration Fund - Discontinued - INSTN GROWTH OPTION,2890.5965,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,112087,Aditya Birla Sun Life Arbitrage Fund-Regular - IDCW,11.2372,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,112088,Aditya BIRLA SUN LIFE ARBITRAGE FUND - REGULAR PLAN - GROWTH,25.3105,14-10-2024
Kotak Mahindra Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112089,Kotak Flexicap Fund - Payout of Income Distribution cum capital withdrawal option,50.169,14-10-2024
Kotak Mahindra Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112090,Kotak Flexicap Fund - Growth,83.083,14-10-2024
Franklin Templeton Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112092,Franklin Build India Fund Growth Plan,144.8928,14-10-2024
Franklin Templeton Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112093,Franklin Build India Fund - IDCW ,49.4794,14-10-2024
ICICI Prudential Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112096,ICICI Prudential All Seasons Bond Fund - Growth,34.853,14-10-2024
ICICI Prudential Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112097,ICICI Prudential All Seasons Bond Fund - IDCW,21.6735,14-10-2024
Invesco Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,112098,Invesco India Largecap Fund - Growth,70.41,14-10-2024
Invesco Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,112099,Invesco India Largecap Fund - IDCW (Payout / Reinvestment),32.51,14-10-2024
Edelweiss Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,112108,Edelweiss Aggressive Hybrid Fund - Regular Plan - Growth Option,63.04,14-10-2024
Edelweiss Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,112109,Edelweiss Aggressive Hybrid Fund - Regular Plan - IDCW Option,29.45,14-10-2024
Edelweiss Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,112117,Edelweiss Balanced Advantage Fund - Regular Plan - Growth Option,50.96,14-10-2024
Edelweiss Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,112118,Edelweiss Balanced Advantage Fund - Regular Plan - Quarterly - IDCW Option,22.35,14-10-2024
Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,112120,Invesco India Money Market Fund - Regular - Growth,2571.2226,14-10-2024
Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,112122,Invesco India Money Market Fund - Regular - Monthly IDCW (Payout / Reinvestment),1365.6508,14-10-2024
Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,112123,Invesco India Money Market Fund - Growth,2891.9274,14-10-2024
Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,112125,Invesco India Money Market Fund - Monthly IDCW (Payout / Reinvestment),1021.7128,14-10-2024
DSP Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,112126,DSP Global Clean Energy Fund of Fund - Regular Plan - Growth,18.4146,11-10-2024
DSP Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,112127,DSP Global Clean Energy Fund of Fund - Regular Plan - IDCW,13.4298,11-10-2024
Canara Robeco Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112152,CANARA ROBECO CONSUMER TRENDS FUND - REGULAR PLAN - GROWTH OPTION,116.35,14-10-2024
Canara Robeco Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112153,CANARA ROBECO CONSUMER TRENDS FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),52.6,14-10-2024
Invesco Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112171,Invesco India PSU Equity Fund - Growth,65.43,14-10-2024
Invesco Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112173,Invesco India PSU Equity Fund - IDCW (Payout / Reinvestment),47.66,14-10-2024
Axis Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112210,Axis Liquid Fund - Regular Plan - Growth Option,2767.6588,14-10-2024
Axis Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112211,Axis Liquid Fund - Regular Plan - Daily IDCW,1001.3998,14-10-2024
Axis Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112212,Axis Liquid Fund - Regular Plan - Weekly IDCW,1002.0913,14-10-2024
Axis Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112213,Axis Liquid Fund - Regular Plan - Monthly IDCW,1005.1725,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,112214,Axis Treasury Advantage Fund - Regular Plan - Growth Option,2930.5918,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,112215,Axis Treasury Advantage Fund - Regular Plan - Daily IDCW,1013.2484,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,112216,Axis Treasury Advantage Fund - Regular Plan - Weekly IDCW,1011.6337,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,112217,Axis Treasury Advantage Fund - Regular Plan - Monthly IDCW,1014.6302,14-10-2024
Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,112218,Tata Equity P/E Fund - Regular Plan - Payout of IDCW-Option A(5%),138.1081,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,112277,Axis Bluechip Fund - Regular Plan - Growth,61.22,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,112278,Axis Bluechip Fund - Regular Plan - IDCW,20.37,14-10-2024
DSP Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,112293,DSP World Mining Fund of Fund - Regular Plan - Growth,17.2861,11-10-2024
Axis Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112322,Axis ELSS Tax Saver Fund - Regular Plan - IDCW,28.6843,14-10-2024
Axis Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112323,Axis ELSS Tax Saver Fund - Regular Plan - Growth,98.5499,14-10-2024
Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,112327,BANDHAN Asset Allocation Fund - Regular Plan - Conservative Plan - Growth,32.1985,14-10-2024
Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,112328,BANDHAN Asset Allocation Fund - Regular Plan - Conservative Plan - IDCW,17.3563,14-10-2024
Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,112329,BANDHAN Asset Allocation Fund - Regular Plan - Moderate Plan - Growth,39.5951,14-10-2024
Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,112330,BANDHAN Asset Allocation Fund - Regular Plan - Moderate Plan - IDCW,22.3004,14-10-2024
Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,112331,BANDHAN Asset Allocation Fund - Regular Plan - Aggressive Plan - IDCW,26.2419,14-10-2024
Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,112332,BANDHAN Asset Allocation Fund - Regular Plan - Aggressive Plan - Growth,45.2631,14-10-2024
Nippon India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112340,NIPPON INDIA LIQUID FUND - QUARTERLY IDCW OPTION,1007.6125,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,112341,NIPPON INDIA MONEY MARKET FUND - QUARTERLY IDCW Option,1014.7794,14-10-2024
ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,112342,ICICI Prudential Banking and PSU Debt Fund - Growth,30.9004,14-10-2024
DSP Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,112347,DSP World Mining Fund of Fund - Regular Plan - IDCW,16.4627,11-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,112351,Kotak Nifty 50 ETF,272.8457,14-10-2024
Bandhan Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,112352,BANDHAN Conservative Hybrid Fund - Regular Plan - IDCW,14.5452,14-10-2024
Bandhan Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,112353,BANDHAN Conservative Hybrid Fund - Regular Plan - Growth,31.0923,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,112354,Axis Short Duration Fund - Regular Plan - Growth Option,29.1187,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,112355,Axis Short Duration Fund - Regular Plan - Monthly IDCW,10.2851,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,112356,Aditya Birla Sun Life Short Term Fund - REGULAR - Quarterly IDCW,10.6531,14-10-2024
Bank of India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112359,BANK OF INDIA Manufacturing & Infrastructure Fund-Growth,58.7,14-10-2024
Bank of India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112360,BANK OF INDIA Manufacturing & Infrastructure Fund-Quarterly IDCW,38.1,14-10-2024
Bank of India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112361,BANK OF INDIA Manufacturing & Infrastructure Fund-Regular IDCW,37.41,14-10-2024
Invesco Mutual Fund,Open Ended Schemes,Other Scheme - Gold ETF,112368,Invesco India Gold Exchange Traded Fund,6705.7887,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,112369,Axis Short Duration Fund - Regular Plan - Weekly IDCW,10.3967,14-10-2024
Canara Robeco Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,112378,CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment),14.3286,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,112635,UTI Money Market Fund - Regular Plan - Weekly IDCW,1205.5771,14-10-2024
Navi Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112636,Navi Liquid Fund-Regular Plan-Growth Option,27.1143,14-10-2024
Navi Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112645,Navi Liquid Fund - Regular Plan Daily IDCW,10.0129,14-10-2024
Navi Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112646,Navi Liquid Fund - Regular Plan Weekly IDCW,10.0174,14-10-2024
Navi Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112647,Navi Liquid Fund - Regular Plan Monthly IDCW,10.0451,14-10-2024
Axis Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112712,Axis Liquid Fund - Retail Plan - Daily IDCW,1000.9559,14-10-2024
Axis Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112713,Axis Liquid Fund - Retail Plan - Growth Option,2543.3816,14-10-2024
Axis Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112714,Axis Liquid Fund - Retail Plan - Monthly IDCW,1004.3392,14-10-2024
Axis Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112715,Axis Liquid Fund - Retail Plan - Weekly IDCW,1000.5882,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,112717,Axis Treasury Advantage Fund - Retail Plan - Growth Option,2747.5681,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,112718,Axis Treasury Advantage Fund - Retail Plan - Monthly IDCW,1014.6366,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,112719,Axis Treasury Advantage Fund - Retail Plan - Weekly IDCW,1011.6337,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,112720,Axis Treasury Advantage Fund - Retail Plan - Daily IDCW,1012.4736,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,112721,Axis Short Duration Fund - Retail Plan - Growth Option,28.7819,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,112722,Axis Short Duration Fund - Retail Plan - Weekly IDCW,10.227,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,112723,Axis Short Duration Fund - Retail Plan - Monthly IDCW,10.0993,14-10-2024
Sundaram Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,112867,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),13.3977,14-10-2024
Sundaram Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,112868,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan - Growth,28.8466,14-10-2024
Sundaram Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,112869,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),18.7138,14-10-2024
Sundaram Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,112870,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),18.8773,14-10-2024
Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,112877,BANDHAN Nifty 50 Index Fund - Regular Plan - Growth,53.7803,14-10-2024
Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,112878,BANDHAN Nifty 50 Index Fund - Regular Plan - IDCW,48.8121,14-10-2024
DSP Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112901,DSP Focus Fund - Regular Plan - Growth,55.853,14-10-2024
SBI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,112923,SBI PSU Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),33.1416,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,112924,Axis Conservative Hybrid Fund - Regular Plan - Growth Option,28.9586,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,112925,Axis Conservative Hybrid Fund - Regular Plan - Quarterly IDCW,11.1877,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,112926,Axis Conservative Hybrid Fund - Regular Plan - Half Yearly IDCW,12.842,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,112927,Axis Conservative Hybrid Fund - Regular Plan - Annual IDCW,14.0022,14-10-2024
Mirae Asset Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,112931,Mirae Asset Large & Midcap Fund - Regular Plan - IDCW,54.551,14-10-2024
Mirae Asset Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,112932,Mirae Asset Large & Midcap Fund - Regular Plan - Growth,152.064,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,112936,Nippon India Equity Hybrid Fund - Growth Plan,104.3366,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,112937,NIPPON INDIA EQUITY HYBRID FUND - IDCW Option,30.1387,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,112938,Nippon India Credit Risk Fund  - Growth Plan,32.8364,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,112939,Nippon India Credit Risk Fund  - Institutional Growth Plan,34.2391,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,112941,NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option,12.9662,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,112942,NIPPON INDIA FLOATING RATE FUND - QUARTERLY IDCW Option,10.9879,14-10-2024
Taurus Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,112948,Taurus Nifty 50 Index Fund - Regular Plan - Growth,47.6573,14-10-2024
Taurus Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,112949,Taurus Nifty 50 Index Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,30.3765,14-10-2024
ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,112957,ICICI Prudential Nifty Next 50 Index Fund - Growth,66.4987,14-10-2024
ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,112958,ICICI Prudential Nifty Next 50 Index Fund -IDCW,66.4979,14-10-2024
DSP Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,113032,DSP Focus Fund - Regular Plan - IDCW,24.386,14-10-2024
Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,113036,Baroda BNP Paribas Short Duration Fund - Regular Plan - Growth Option,27.6302,14-10-2024
Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,113037,Baroda BNP Paribas Short Duration Fund - Regular Plan - Monthly IDCW Option,10.2774,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,113047,HDFC Short Term  Debt Fund - Growth Option,30.2354,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,113048,HDFC Short Term  Debt Fund - Fortnightly IDCW Option,10.2118,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Gold ETF,113049,HDFC Gold Exchange Traded Fund. - Growth Option,65.7769,14-10-2024
