Date,NAV
13-10-2024,11.34670
11-10-2024,11.34260
10-10-2024,11.34060
09-10-2024,11.33850
08-10-2024,11.33650
07-10-2024,11.33440
06-10-2024,11.33240
03-10-2024,11.32630
02-10-2024,11.32430
01-10-2024,11.32240
30-09-2024,11.32050
29-09-2024,11.31830
26-09-2024,11.31210
25-09-2024,11.31000
24-09-2024,11.30790
23-09-2024,11.30590
22-09-2024,11.30370
19-09-2024,11.29740
18-09-2024,11.29530
17-09-2024,11.29320
16-09-2024,11.29110
15-09-2024,11.28910
13-09-2024,11.28490
12-09-2024,11.28290
11-09-2024,11.28080
10-09-2024,11.27880
09-09-2024,11.27680
08-09-2024,11.27480
05-09-2024,11.26920
04-09-2024,11.26720
03-09-2024,11.26520
02-09-2024,11.26330
01-09-2024,11.26140
30-08-2024,11.25720
29-08-2024,11.25500
28-08-2024,11.25300
27-08-2024,11.25100
26-08-2024,11.24900
25-08-2024,11.24700
23-08-2024,11.24330
22-08-2024,11.24150
21-08-2024,11.23950
20-08-2024,11.23780
19-08-2024,11.23580
18-08-2024,11.23380
15-08-2024,11.22780
13-08-2024,11.22380
12-08-2024,11.22170
11-08-2024,11.21970
08-08-2024,11.21390
07-08-2024,11.21180
06-08-2024,11.20980
05-08-2024,11.20790
04-08-2024,11.20640
02-08-2024,11.20260
01-08-2024,11.20080
31-07-2024,11.19880
30-07-2024,11.19690
29-07-2024,11.19490
28-07-2024,11.19350
26-07-2024,11.18950
25-07-2024,11.18760
24-07-2024,11.18550
23-07-2024,11.18340
22-07-2024,11.18130
21-07-2024,11.17920
18-07-2024,11.17300
17-07-2024,11.17100
15-07-2024,11.16710
14-07-2024,11.16520
12-07-2024,11.16130
11-07-2024,11.15930
10-07-2024,11.15730
09-07-2024,11.15530
08-07-2024,11.15330
07-07-2024,11.15170
05-07-2024,11.14770
04-07-2024,11.14570
03-07-2024,11.14380
02-07-2024,11.14210
01-07-2024,11.14010
30-06-2024,11.13810
28-06-2024,11.13390
27-06-2024,11.13180
26-06-2024,11.12960
25-06-2024,11.12760
24-06-2024,11.12550
23-06-2024,11.12350
21-06-2024,11.11920
20-06-2024,11.11710
19-06-2024,11.11510
18-06-2024,11.11300
17-06-2024,11.11090
13-06-2024,11.10260
12-06-2024,11.10050
11-06-2024,11.09850
10-06-2024,11.09640
09-06-2024,11.09440
06-06-2024,11.08830
05-06-2024,11.08640
04-06-2024,11.08440
03-06-2024,11.08240
02-06-2024,11.08040
30-05-2024,11.07410
29-05-2024,11.07210
28-05-2024,11.07010
27-05-2024,11.06810
26-05-2024,11.06600
24-05-2024,11.06190
23-05-2024,11.05980
22-05-2024,11.05770
21-05-2024,11.05570
20-05-2024,11.05350
17-05-2024,11.04730
16-05-2024,11.04520
15-05-2024,11.04320
14-05-2024,11.04130
13-05-2024,11.03920
12-05-2024,11.03710
09-05-2024,11.03080
08-05-2024,11.02870
07-05-2024,11.02660
06-05-2024,11.02450
05-05-2024,11.02250
02-05-2024,11.01660
01-05-2024,11.01460
29-04-2024,11.01050
28-04-2024,11.00840
25-04-2024,11.00220
24-04-2024,11.00010
23-04-2024,10.99800
22-04-2024,10.99590
21-04-2024,10.99390
18-04-2024,10.98790
17-04-2024,10.98600
15-04-2024,10.98200
14-04-2024,10.98000
11-04-2024,10.97380
09-04-2024,10.96970
08-04-2024,10.96770
07-04-2024,10.96570
04-04-2024,10.95950
