Date,NAV
13-10-2024,11.32330
11-10-2024,11.31930
10-10-2024,11.31870
09-10-2024,11.31550
08-10-2024,11.30660
07-10-2024,11.30410
06-10-2024,11.30510
04-10-2024,11.30110
03-10-2024,11.29880
02-10-2024,11.29530
01-10-2024,11.29330
30-09-2024,11.29010
29-09-2024,11.28500
27-09-2024,11.28100
26-09-2024,11.27940
25-09-2024,11.27260
24-09-2024,11.27210
23-09-2024,11.27280
22-09-2024,11.26970
21-09-2024,11.26770
20-09-2024,11.26570
19-09-2024,11.26470
18-09-2024,11.26010
17-09-2024,11.25810
16-09-2024,11.25470
15-09-2024,11.25000
13-09-2024,11.24590
12-09-2024,11.24030
11-09-2024,11.23720
10-09-2024,11.23360
09-09-2024,11.23090
08-09-2024,11.23050
06-09-2024,11.22640
05-09-2024,11.22490
04-09-2024,11.22210
03-09-2024,11.21940
02-09-2024,11.21730
01-09-2024,11.21600
30-08-2024,11.21190
29-08-2024,11.21070
28-08-2024,11.20750
27-08-2024,11.20720
26-08-2024,11.20470
25-08-2024,11.20320
23-08-2024,11.19910
22-08-2024,11.19710
21-08-2024,11.19470
20-08-2024,11.19480
19-08-2024,11.18910
18-08-2024,11.18560
16-08-2024,11.18150
15-08-2024,11.18070
14-08-2024,11.17870
13-08-2024,11.17580
12-08-2024,11.17740
11-08-2024,11.17470
09-08-2024,11.17070
08-08-2024,11.16980
07-08-2024,11.16820
06-08-2024,11.16420
05-08-2024,11.16290
04-08-2024,11.15510
02-08-2024,11.15100
01-08-2024,11.14720
31-07-2024,11.14510
30-07-2024,11.14240
29-07-2024,11.14340
28-07-2024,11.13450
26-07-2024,11.13040
25-07-2024,11.12610
24-07-2024,11.12160
23-07-2024,11.11730
22-07-2024,11.11540
21-07-2024,11.11260
19-07-2024,11.10850
18-07-2024,11.10690
17-07-2024,11.10380
16-07-2024,11.10170
15-07-2024,11.09770
14-07-2024,11.09510
12-07-2024,11.09100
11-07-2024,11.08630
10-07-2024,11.08370
09-07-2024,11.07960
08-07-2024,11.07710
07-07-2024,11.07530
05-07-2024,11.07120
04-07-2024,11.06730
03-07-2024,11.06440
02-07-2024,11.06080
01-07-2024,11.05830
30-06-2024,11.05590
29-06-2024,11.05380
28-06-2024,11.05180
27-06-2024,11.04900
26-06-2024,11.04700
25-06-2024,11.04560
24-06-2024,11.04210
23-06-2024,11.03940
21-06-2024,11.03530
20-06-2024,11.03150
19-06-2024,11.02940
18-06-2024,11.02600
17-06-2024,11.02460
16-06-2024,11.02260
14-06-2024,11.01850
13-06-2024,11.01550
12-06-2024,11.01320
11-06-2024,11.01080
10-06-2024,11.00780
09-06-2024,11.00490
07-06-2024,11.00070
06-06-2024,10.99590
05-06-2024,10.98890
04-06-2024,10.98420
03-06-2024,10.99220
02-06-2024,10.98910
01-06-2024,10.98700
31-05-2024,10.98490
30-05-2024,10.98400
29-05-2024,10.98390
28-05-2024,10.98220
27-05-2024,10.98110
26-05-2024,10.98080
24-05-2024,10.97670
23-05-2024,10.97360
22-05-2024,10.97150
21-05-2024,10.96450
19-05-2024,10.95810
18-05-2024,10.95600
17-05-2024,10.95390
16-05-2024,10.95350
15-05-2024,10.94790
14-05-2024,10.94410
13-05-2024,10.94080
12-05-2024,10.93830
10-05-2024,10.93410
09-05-2024,10.92960
08-05-2024,10.92770
07-05-2024,10.92360
06-05-2024,10.93160
05-05-2024,10.92070
03-05-2024,10.91660
02-05-2024,10.91540
01-05-2024,10.91140
30-04-2024,10.90940
29-04-2024,10.90810
28-04-2024,10.90500
26-04-2024,10.90090
25-04-2024,10.90000
24-04-2024,10.89960
23-04-2024,10.90000
22-04-2024,10.89660
21-04-2024,10.88880
19-04-2024,10.88470
18-04-2024,10.89500
17-04-2024,10.89230
16-04-2024,10.89020
15-04-2024,10.88770
14-04-2024,10.88200
13-04-2024,10.88000
12-04-2024,10.87790
11-04-2024,10.88090
10-04-2024,10.87890
09-04-2024,10.86990
08-04-2024,10.86780
07-04-2024,10.87260
06-04-2024,10.87060
05-04-2024,10.86850
04-04-2024,10.87310
03-04-2024,10.86700
02-04-2024,10.86250
01-04-2024,10.86310
31-03-2024,10.86110
30-03-2024,10.85900
28-03-2024,10.85680
27-03-2024,10.85220
26-03-2024,10.83650
25-03-2024,10.83580
22-03-2024,10.82970
21-03-2024,10.83320
20-03-2024,10.82430
19-03-2024,10.81920
18-03-2024,10.82070
17-03-2024,10.82280
15-03-2024,10.81870
14-03-2024,10.81690
13-03-2024,10.81800
12-03-2024,10.81860
11-03-2024,10.82060
10-03-2024,10.81300
08-03-2024,10.80900
07-03-2024,10.80700
06-03-2024,10.80450
