Date,NAV
13-10-2024,1002.88680
11-10-2024,1002.53590
10-10-2024,1002.36040
09-10-2024,1002.18500
08-10-2024,1002.01750
07-10-2024,1001.85010
06-10-2024,1001.67460
04-10-2024,1001.33970
03-10-2024,1001.17220
02-10-2024,1001.00480
01-10-2024,1000.82930
30-09-2024,1000.65390
29-09-2024,1000.46250
27-09-2024,1004.91190
26-09-2024,1004.73560
25-09-2024,1004.55130
24-09-2024,1004.37500
23-09-2024,1004.19070
22-09-2024,1004.00640
20-09-2024,1003.63780
19-09-2024,1003.46150
18-09-2024,1003.27720
17-09-2024,1003.09290
16-09-2024,1003.16200
15-09-2024,1002.97910
13-09-2024,1002.63070
12-09-2024,1002.44770
11-09-2024,1002.26480
10-09-2024,1002.09060
09-09-2024,1001.91640
08-09-2024,1001.74220
06-09-2024,1001.39370
05-09-2024,1001.21950
04-09-2024,1001.04530
03-09-2024,1000.87980
02-09-2024,1000.71430
01-09-2024,1000.53140
30-08-2024,1000.16550
29-08-2024,1005.23640
28-08-2024,1005.05250
27-08-2024,1004.86870
26-08-2024,1004.69350
25-08-2024,1004.51840
23-08-2024,1004.16810
22-08-2024,1003.99300
21-08-2024,1003.80910
20-08-2024,1003.63400
19-08-2024,1003.45010
18-08-2024,1003.58930
16-08-2024,1003.24380
15-08-2024,1003.06140
13-08-2024,1002.71590
12-08-2024,1002.54320
11-08-2024,1002.37040
09-08-2024,1002.02500
08-08-2024,1001.85220
07-08-2024,1001.66990
06-08-2024,1001.50670
05-08-2024,1001.32440
04-08-2024,1001.15160
02-08-2024,1000.80610
01-08-2024,1000.63340
31-07-2024,1000.46070
30-07-2024,1006.08110
29-07-2024,1005.90730
28-07-2024,1005.73360
26-07-2024,1005.38610
25-07-2024,1005.21240
24-07-2024,1005.03860
23-07-2024,1004.86490
22-07-2024,1004.67180
21-07-2024,1004.48840
19-07-2024,1004.12160
18-07-2024,1003.93820
17-07-2024,1003.76450
16-07-2024,1003.59070
15-07-2024,1003.41700
14-07-2024,1003.23360
12-07-2024,1002.88610
11-07-2024,1002.71240
10-07-2024,1002.52900
09-07-2024,1002.35520
08-07-2024,1002.18150
07-07-2024,1002.00770
05-07-2024,1001.64090
04-07-2024,1001.45750
03-07-2024,1001.29340
02-07-2024,1001.11000
01-07-2024,1000.93630
30-06-2024,1000.76250
29-06-2024,1000.56950
28-06-2024,1000.37640
27-06-2024,1005.03390
26-06-2024,1004.84970
25-06-2024,1004.66540
24-06-2024,1004.49080
23-06-2024,1004.30650
21-06-2024,1003.93790
20-06-2024,1003.75360
19-06-2024,1003.57900
18-06-2024,1003.39480
17-06-2024,1003.19010
14-06-2024,1002.64330
13-06-2024,1002.46060
12-06-2024,1002.28520
11-06-2024,1002.11010
10-06-2024,1001.93460
09-06-2024,1001.76020
07-06-2024,1001.41000
06-06-2024,1001.23460
05-06-2024,1001.06010
04-06-2024,1000.88630
03-06-2024,1000.71540
02-06-2024,1000.54230
31-05-2024,1000.18010
30-05-2024,1005.55540
29-05-2024,1005.38180
28-05-2024,1005.20760
27-05-2024,1005.03150
26-05-2024,1004.85220
24-05-2024,1004.48700
