Date,NAV
13-10-2024,1252.13620
12-10-2024,1251.90720
11-10-2024,1251.67860
10-10-2024,1251.43680
09-10-2024,1251.19970
08-10-2024,1250.93520
07-10-2024,1250.68640
06-10-2024,1250.44900
05-10-2024,1250.21940
04-10-2024,1249.98970
03-10-2024,1249.71410
02-10-2024,1249.39410
01-10-2024,1249.16020
30-09-2024,1248.85720
29-09-2024,1248.47160
27-09-2024,1247.99880
26-09-2024,1247.76620
25-09-2024,1247.50440
24-09-2024,1247.28840
23-09-2024,1247.03970
22-09-2024,1246.78120
20-09-2024,1246.31280
19-09-2024,1246.04220
18-09-2024,1245.77880
17-09-2024,1245.54470
16-09-2024,1245.29430
15-09-2024,1245.06230
14-09-2024,1244.82780
13-09-2024,1244.59320
12-09-2024,1244.35630
11-09-2024,1244.12140
10-09-2024,1243.89860
09-09-2024,1243.68710
08-09-2024,1243.45590
06-09-2024,1242.99370
05-09-2024,1242.78160
04-09-2024,1242.57020
03-09-2024,1242.34430
02-09-2024,1242.12220
01-09-2024,1241.87390
30-08-2024,1241.41030
29-08-2024,1241.18810
28-08-2024,1240.96280
27-08-2024,1240.73340
26-08-2024,1240.50610
25-08-2024,1240.28070
24-08-2024,1240.05240
23-08-2024,1239.82400
22-08-2024,1239.59350
21-08-2024,1239.36150
20-08-2024,1239.13960
19-08-2024,1238.88320
18-08-2024,1238.67390
16-08-2024,1238.21660
15-08-2024,1237.96890
13-08-2024,1237.49200
12-08-2024,1237.26640
11-08-2024,1237.04370
10-08-2024,1236.81790
08-08-2024,1236.36000
07-08-2024,1236.13470
06-08-2024,1235.89550
05-08-2024,1235.68060
04-08-2024,1235.43920
02-08-2024,1234.98540
01-08-2024,1234.76340
31-07-2024,1234.53240
30-07-2024,1234.30310
29-07-2024,1234.05860
28-07-2024,1233.82970
26-07-2024,1233.37610
25-07-2024,1233.16000
24-07-2024,1232.92690
23-07-2024,1232.69990
22-07-2024,1232.48690
21-07-2024,1232.24790
19-07-2024,1231.79510
18-07-2024,1231.56590
17-07-2024,1231.31260
15-07-2024,1230.86900
14-07-2024,1230.61100
12-07-2024,1230.15780
11-07-2024,1229.90910
10-07-2024,1229.65850
09-07-2024,1229.42490
08-07-2024,1229.19400
07-07-2024,1228.99260
05-07-2024,1228.54040
04-07-2024,1228.34070
03-07-2024,1228.13620
02-07-2024,1227.88710
01-07-2024,1227.50940
30-06-2024,1227.11910
28-06-2024,1226.65240
27-06-2024,1226.32900
26-06-2024,1226.10440
25-06-2024,1225.91070
24-06-2024,1225.74870
23-06-2024,1225.52290
21-06-2024,1225.06390
20-06-2024,1224.82550
19-06-2024,1224.59230
18-06-2024,1224.35730
17-06-2024,1224.13010
14-06-2024,1223.44220
13-06-2024,1223.22130
12-06-2024,1223.00940
11-06-2024,1222.76750
10-06-2024,1222.52760
09-06-2024,1222.29050
08-06-2024,1222.06220
07-06-2024,1221.83400
06-06-2024,1221.60100
05-06-2024,1221.34480
04-06-2024,1221.10610
03-06-2024,1220.88940
02-06-2024,1220.63700
01-06-2024,1220.40800
31-05-2024,1220.17890
30-05-2024,1219.94780
29-05-2024,1219.72610
28-05-2024,1219.49350
27-05-2024,1219.26230
26-05-2024,1219.03330
25-05-2024,1218.80480
23-05-2024,1218.34490
22-05-2024,1218.11200
21-05-2024,1217.87620
20-05-2024,1217.49710
18-05-2024,1217.03120
17-05-2024,1216.79820
16-05-2024,1216.55550
15-05-2024,1216.31000
14-05-2024,1216.04320
13-05-2024,1215.78480
12-05-2024,1215.55440
10-05-2024,1215.08560
09-05-2024,1214.89210
08-05-2024,1214.69500
07-05-2024,1214.53900
06-05-2024,1214.35390
05-05-2024,1214.13310
03-05-2024,1213.68050
02-05-2024,1213.42130
01-05-2024,1213.15340
30-04-2024,1212.92380
29-04-2024,1212.73590
28-04-2024,1212.53350
27-04-2024,1212.30640
26-04-2024,1212.07940
25-04-2024,1211.89950
24-04-2024,1211.75690
23-04-2024,1211.55670
22-04-2024,1211.32690
21-04-2024,1211.11470
19-04-2024,1210.67120
18-04-2024,1210.48390
17-04-2024,1210.25960
16-04-2024,1210.04030
15-04-2024,1209.80130
14-04-2024,1209.53350
12-04-2024,1209.09240
11-04-2024,1208.87120
10-04-2024,1208.65110
09-04-2024,1208.28370
