Code,Scheme Name,NAV,ISIN Div Payout,ISIN Growth,ISIN Div Reinvestment
112214,Axis Treasury Advantage Fund - Regular Plan - Growth Option,2946.76120,INF846K01537,N/A,N/A
102534,UTI Conservative Hybrid Fund - Regular Plan - Flexi IDCW,44.42600,INF789F01877INF789F01885,N/A,N/A
101160,SBI MAGNUM DEBT FUND SERIES - 60 DAYS - 2 - GROWTH,0.00000,,N/A,N/A
112304,Franklin India Income Opportunities Fund - Growth,24.93380,INF090I01445,N/A,N/A
118763,Nippon India Power & Infra Fund - Direct Plan Growth Plan - Growth Option,362.99090,INF204K01I92,N/A,N/A
147966,Franklin India Income Opportunities Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan,0.00000,INF090I01TH0,N/A,N/A
118484,BANDHAN Asset Allocation Fund Of Fund-Aggressive Plan-Direct Plan-IDCW,32.06400,INF194K013B4INF194K014B2,N/A,N/A
112344,ICICI Prudential Banking and PSU Debt Fund -  Weekly IDCW,10.24270,INF109K01WR7INF109K01RU1,N/A,N/A
118488,BANDHAN Asset Allocation Fund Of Fund-Moderate Plan-Direct Plan-IDCW,22.58640,INF194K010B0INF194K011B8,N/A,N/A
112125,Invesco India Money Market Fund - Monthly IDCW (Payout / Reinvestment),1020.55860,INF205K01SE9INF205K01SF6,N/A,N/A
,,N/A,INF846K01NI2,N/A,N/A
112100,ICICI Prudential R.I.G.H.T. Fund Growth,39.09000,INF109KA1XP2,N/A,N/A
120395,Invesco India PSU Equity Fund - Direct Plan - Growth,71.12000,INF205K01NG5,N/A,N/A
132871,NIPPON INDIA CREDIT RISK FUND - IDCW Option,18.10760,INF204KA1WT0INF204KA1WS2,N/A,N/A
100794,Sundaram Small Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),33.98320,INF903J01454INF903J01462,N/A,N/A
118273,CANARA ROBECO CONSUMER TRENDS FUND - DIRECT PLAN - GROWTH OPTION,119.39000,INF760K01DU1,N/A,N/A
147965,Franklin India Income Opportunities Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct Dividend Plan,0.00000,INF090I01TC1,N/A,N/A
118737,Reliance Balanced Advantage Fund - Direct Plan Growth Plan - Bonus Option,9.68260,INF204K01G60,N/A,N/A
119279,DSP World Mining Fund of Fund - Direct Plan - Growth,17.07090,INF740K01PF8,N/A,N/A
152580,Invesco India Money Market Fund - Weekly IDCW (Payout / Reinvestment),1000.65720,INF205KA1833INF205KA1841,N/A,N/A
120479,Axis Conservative Hybrid Fund - Direct Plan - Quarterly,13.12340,INF846K01ED2INF846K01EE0,N/A,N/A
120700,ICICI Prudential Thematic Advantage Fund (FOF) - Direct Plan - Growth,221.22650,INF109K01X40,N/A,N/A
120509,Invesco India Money Market Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1095.03650,INF205K01RZ6INF205K01SA7,N/A,N/A
101979,HDFC ELSS Tax saver - Growth Plan,1309.70300,INF179K01BB8,N/A,N/A
,,N/A,,N/A,N/A
148272,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option,0.00000,INF204KB13U9INF204KB14U7,N/A,N/A
118835,Mirae Asset Large & Midcap Fund - Direct Plan - IDCW,86.02700,INF769K01BJ9INF769K01BK7,N/A,N/A
112323,Axis ELSS Tax Saver Fund - Regular Plan - Growth,90.99050,INF846K01131,N/A,N/A
112352,BANDHAN Conservative Hybrid Fund - Regular Plan - IDCW,14.24630,INF194K01RY5INF194K01RX7,N/A,N/A
120726,UTI Mid Cap Fund-Growth Option- Direct,323.73820,INF789F01UA6,N/A,N/A
147964,Franklin India Income Opportunities Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan,0.00000,INF090I01TA5,N/A,N/A
152581,Invesco India Money Market Fund - Direct Plan - Weekly IDCW (Payout / Reinvestment),1000.71660,INF205KA1858INF205KA1866,N/A,N/A
112211,Axis Liquid Fund - Regular Plan - Daily IDCW,1001.39980,INF846K01420,N/A,N/A
118490,BANDHAN Conservative Hybrid Fund-Direct Plan-IDCW,16.07170,INF194K017B5INF194K016B7,N/A,N/A
119118,HDFC Hybrid Debt Fund - Growth Option - Direct Plan,83.45920,INF179K01XE6,N/A,N/A
101834,UTI - Master Equity Plan Unit Scheme,217.30840,,N/A,N/A
111676,LIC MF Low Duration Fund-Regular Plan-Daily IDCW,10.67560,INF767K01AK3INF767K01AL1,N/A,N/A
120425,ICICI Prudential Floating Interest Fund - Direct Plan - Growth,440.67140,INF109K01P57,N/A,N/A
112931,Mirae Asset Large & Midcap Fund - Regular Plan - IDCW,50.42200,INF769K01127INF769K01119,N/A,N/A
118485,BANDHAN Asset Allocation Fund Of Fund-Aggressive Plan-Direct Plan-Growth,46.44480,INF194K012B6,N/A,N/A
141766,Edelweiss Balanced Advantage Fund - Regular Plan - Monthly - IDCW Option,22.48000,INF754K01IK4INF754K01IL2,N/A,N/A
112328,BANDHAN Asset Allocation Fund - Regular Plan - Conservative Plan - IDCW,17.10710,INF194K01995INF194K01AA1,N/A,N/A
120393,Invesco India Largecap Fund - Direct Plan - IDCW (Payout / Reinvestment),37.46000,INF205K01KZ1INF205K01LA2,N/A,N/A
112369,Axis Short Duration Fund - Regular Plan - Weekly IDCW,10.39720,INF846K01677INF846K01685,N/A,N/A
139679,NIPPON INDIA EQUITY HYBRID FUND - DIRECT Plan - MONTHLY IDCW Option,19.46820,INF204KB1BD7INF204KB1BE5,N/A,N/A
119110,HDFC Overnight Fund - Growth Option - Direct Plan,3696.99450,INF179KB1HT1,N/A,N/A
112123,Invesco India Money Market Fund - Growth,2907.75940,INF205K01SD1,N/A,N/A
102010,UTI Liquid Fund - Regular Plan - Daily IDCW (Reinvestment),1079.78670,INF789F01PG3,N/A,N/A
101989,HDFC Medium Term Debt Fund - Growth Option,53.45590,INF179K01913,N/A,N/A
122606,ICICI Prudential Floating Interest Fund - Monthly IDCW,103.10150,INF109KA1038INF109KA1020,N/A,N/A
102000,HDFC Top 100 Fund - Growth Option - Regular Plan,1089.02800,INF179K01BE2,N/A,N/A
118554,Franklin India Income Opportunities Fund - Direct - Growth,26.57590,INF090I01JI9,N/A,N/A
112368,Invesco India Gold Exchange Traded Fund,6607.64780,INF205K01361,N/A,N/A
141767,Edelweiss Balanced Advantage Fund - Direct Plan - Monthly - IDCW Option,27.11000,INF754K01IH0INF754K01II8,N/A,N/A
120386,Sahara Star Value Fund-Growth - Direct,19.78520,INF515L01AU3,N/A,N/A
130905,ICICI Prudential Gilt Treasury PF Option - Bonus,13.10870,INF109KA1C56,N/A,N/A
147684,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - MONTHLY IDCW Option,0.01040,INF204KB11G2INF204KB12G0,N/A,N/A
112098,Invesco India Largecap Fund - Growth,65.29000,INF205K01304,N/A,N/A
112173,Invesco India PSU Equity Fund - IDCW (Payout / Reinvestment),44.05000,INF205K01353INF205K01346,N/A,N/A
120508,Invesco India Money Market Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),2689.92660,INF205K01RW3INF205K01RX1,N/A,N/A
,,N/A,,N/A,N/A
139680,NIPPON INDIA EQUITY HYBRID FUND - MONTHLY IDCW Option,17.80890,INF204KB1BF2INF204KB1BG0,N/A,N/A
112645,Navi Liquid Fund - Regular Plan Daily IDCW,10.01290,INF959L01GM7,N/A,N/A
102008,UTI-  Liquid Cash Plan- Discontinued - Regular Plan - Monthly Dividend Option,1071.76810,INF789F01BC2INF789F01BA6,N/A,N/A
120435,JM Dynamic Bond Fund - (Direct) - Growth Option,41.82520,INF192K01DD3,N/A,N/A
118882,Taurus Nifty 50 Index Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,44.50490,INF044D01CR3INF044D01CS1,N/A,N/A
118275,CANARA ROBECO FLEXICAP FUND - DIRECT PLAN - GROWTH OPTION,355.45000,INF760K01EF0,N/A,N/A
102395,UTI Infrastructure Fund-Growth Option,135.58530,INF789F01752,N/A,N/A
112153,CANARA ROBECO CONSUMER TRENDS FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),47.34000,INF760K01225INF760K01233,N/A,N/A
148269,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,0.00000,INF204KB11U3INF204KB12U1,N/A,N/A
120045,HSBC Flexi Cap Fund - Direct IDCW,50.76420,INF336L01DF9INF336L01DG7,N/A,N/A
120613,ICICI Prudential Regular Savings Fund - Direct Plan - Half Yearly IDCW,16.10720,INF109K01S47INF109K01S54,N/A,N/A
112647,Navi Liquid Fund - Regular Plan Monthly IDCW,10.04830,INF959L01GN5INF959L01GO3,N/A,N/A
148264,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option,0.00000,INF204KB15P4INF204KB16P2,N/A,N/A
113032,DSP Focus Fund - Regular Plan - IDCW,22.50000,INF740K01540INF740K01AC7,N/A,N/A
116653,Invesco India Money Market Fund - Discretionary IDCW (Payout / Reinvestment),2910.94690,INF205K01SB5INF205K01SC3,N/A,N/A
103491,Quantum Long Term Equity Value Fund - Direct Plan IDCW,127.54000,INF082J01044INF082J01051,N/A,N/A
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,57.77560,INF179K01WI9,N/A,N/A
112277,Axis Bluechip Fund - Regular Plan - Growth,56.89000,INF846K01164,N/A,N/A
147690,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option,0.02060,INF204KB19F7INF204KB10G4,N/A,N/A
118482,BANDHAN Nifty 50 Index Fund-Direct Plan-Growth,51.78290,INF194K012A8,N/A,N/A
118834,Mirae Asset Large & Midcap Fund - Direct Plan - Growth,157.19700,INF769K01BI1,N/A,N/A
148142,Nippon India Hybrid Bond Fund - Segregated Portfolio 1 - Monthly Dividend Plan,0.99690,INF204KB18K9INF204KB19K7,N/A,N/A
120304,UTI-  Liquid Cash Plan - Direct Plan - Growth Option,4137.02700,INF789F01XQ6,N/A,N/A
147968,Franklin India Income Opportunities Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan,0.00000,INF090I01TF4,N/A,N/A
112926,Axis Conservative Hybrid Fund - Regular Plan - Half Yearly IDCW,12.65740,INF846K01727INF846K01735,N/A,N/A
112104,Sahara Star Value Fund-Dividend Option,14.20700,INF515L01585INF515L01593,N/A,N/A
112720,Axis Treasury Advantage Fund - Retail Plan - Daily IDCW,1012.47360,INF846K01487,N/A,N/A
,,N/A,,N/A,N/A
112878,BANDHAN Nifty 50 Index Fund - Regular Plan - IDCW,45.80190,INF194K01938INF194K01946,N/A,N/A
,,N/A,,N/A,N/A
131148,ICICI Prudential Banking and PSU Debt Fund - Direct Plan Half Yearly IDCW Option,13.10980,INF109KA1M96INF109KA1M88,N/A,N/A
147969,Franklin India Income Opportunities Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW,0.00000,INF090I01TE7,N/A,N/A
112877,BANDHAN Nifty 50 Index Fund - Regular Plan - Growth,50.46380,INF194K01920,N/A,N/A
119096,DSP Focus Fund - Direct Plan - Growth,57.13600,INF740K01OB0,N/A,N/A
112305,Franklin India Income Opportunities Fund - IDCW ,11.55930,INF090I01452INF090I01460,N/A,N/A
119163,Navi Liquid Fund - Direct Plan Daily IDCW - ReInvestment,10.01290,INF959L01GK1,N/A,N/A
102135,ICICI Prudential Thematic Advantage Fund (FOF) - Growth,208.90400,INF109K01852,N/A,N/A
140437,Navi Liquid Fund-Unclaimed Redemption and Dividend Plan greater than 3 years,10.00000,INF959L01CO2,N/A,N/A
,,N/A,,N/A,N/A
112361,BANK OF INDIA Manufacturing & Infrastructure Fund-Regular IDCW,34.23000,INF761K01215INF761K01207,N/A,N/A
112941,NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option,13.03410,INF204K01FR1INF204K01FS9,N/A,N/A
148266,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option,0.00000,INF204KB16T4INF204KB17T2,N/A,N/A
120391,Axis Liquid Fund - Direct Plan - Monthly IDCW,1004.37390,INF846K01CY2INF846K01CZ9,N/A,N/A
112210,Axis Liquid Fund - Regular Plan - Growth Option,2783.19910,INF846K01412,N/A,N/A
,,N/A,,N/A,N/A
119280,DSP World Mining Fund of Fund - Direct Plan - IDCW,17.07090,INF740K01PG6INF740K01PH4,N/A,N/A
112332,BANDHAN Asset Allocation Fund - Regular Plan - Aggressive Plan - Growth,43.18120,INF194K01953,N/A,N/A
112719,Axis Treasury Advantage Fund - Retail Plan - Weekly IDCW,1012.02750,INF846K01495INF846K01503,N/A,N/A
119772,Kotak ELSS Tax Saver Fund-Payout of Income Distribution cum capital withdrawal option - Direct,54.75700,INF174K01LJ1,N/A,N/A
148096,NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option,0.28930,INF204KB15L3INF204KB16L1,N/A,N/A
120256,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth,32.31650,INF109K010A6,N/A,N/A
120514,Axis Treasury Advantage Fund - Direct Plan - Weekly IDCW,1012.04630,INF846K01ER2INF846K01ES0,N/A,N/A
112217,Axis Treasury Advantage Fund - Regular Plan - Monthly IDCW,1013.49110,INF846K01578INF846K01586,N/A,N/A
112278,Axis Bluechip Fund - Regular Plan - IDCW,18.93000,INF846K01172INF846K01180,N/A,N/A
148259,Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan,0.00000,INF204KB10Q3,N/A,N/A
120478,Axis Conservative Hybrid Fund - Direct Plan - Half Yearly,13.32780,INF846K01EB6INF846K01EC4,N/A,N/A
112636,Navi Liquid Fund-Regular Plan-Growth Option,27.26300,INF959L01GL9,N/A,N/A
120255,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Weekly IDCW,10.37080,INF109K013A0INF109K014A8,N/A,N/A
112925,Axis Conservative Hybrid Fund - Regular Plan - Quarterly IDCW,11.02690,INF846K01701INF846K01719,N/A,N/A
118274,CANARA ROBECO CONSUMER TRENDS FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),85.74000,INF760K01DS5INF760K01DT3,N/A,N/A
112712,Axis Liquid Fund - Retail Plan - Daily IDCW,1000.95590,INF846K01362,N/A,N/A
119275,DSP Global Clean Energy Fund of Fund - Direct Plan - Growth,18.52400,INF740K01PC5,N/A,N/A
120515,Axis Treasury Advantage Fund - Direct Plan - Daily IDCW,1012.47370,INF846K01EQ4,N/A,N/A
119276,DSP Global Clean Energy Fund of Fund - Direct Plan - IDCW,14.29410,INF740K01PD3INF740K01PE1,N/A,N/A
118615,Edelweiss Balanced Advantage Fund -Direct Plan-Growth Option,54.75000,INF754K01BS2,N/A,N/A
148097,NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - IDCW Option,0.27630,INF204KB11M0INF204KB12M8,N/A,N/A
120513,Axis Treasury Advantage Fund - Direct Plan - Growth Option,3083.06530,INF846K01EN1,N/A,N/A
148268,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY IDCW Option,0.00000,INF204KB15U4INF204KB16U2,N/A,N/A
112723,Axis Short Duration Fund - Retail Plan - Monthly IDCW,10.06760,INF846K01602INF846K01610,N/A,N/A
120389,Axis Liquid Fund - Direct Plan - Growth Option,2805.40040,INF846K01CX4,N/A,N/A
,,N/A,INF846K01NP7,N/A,N/A
112715,Axis Liquid Fund - Retail Plan - Weekly IDCW,1000.98040,INF846K01370INF846K01388,N/A,N/A
112948,Taurus Nifty 50 Index Fund - Regular Plan - Growth,44.73840,INF044D01948,N/A,N/A
147686,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - IDCW Option,0.01590,INF204KB16G1INF204KB17G9,N/A,N/A
112721,Axis Short Duration Fund - Retail Plan - Growth Option,28.90100,INF846K01594,N/A,N/A
147683,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option,0.01420,INF204KB17F1INF204KB18F9,N/A,N/A
139386,Navi Liquid Fund-Unclaimed Redemption and Dividend Plan less than 3 years,27.19880,INF959L01CN4,N/A,N/A
119637,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),20.59680,INF903J01OR2INF903J01OU6,N/A,N/A
147963,Franklin India Income Opportunities Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct Growth Plan,0.00000,INF090I01TD9,N/A,N/A
112213,Axis Liquid Fund - Regular Plan - Monthly IDCW,1004.92440,INF846K01453INF846K01461,N/A,N/A
112714,Axis Liquid Fund - Retail Plan - Monthly IDCW,1004.06820,INF846K01396INF846K01404,N/A,N/A
113099,SBI PSU Fund - REGULAR PLAN -Growth,30.87510,INF200K01BC0,N/A,N/A
120390,Axis Liquid Fund - Direct Plan - Weekly IDCW,1002.48170,INF846K01DB8INF846K01DC6,N/A,N/A
112322,Axis ELSS Tax Saver Fund - Regular Plan - IDCW,26.48410,INF846K01149INF846K01156,N/A,N/A
112117,Edelweiss Balanced Advantage Fund - Regular Plan - Growth Option,48.53000,INF754K01285,N/A,N/A
112927,Axis Conservative Hybrid Fund - Regular Plan - Annual IDCW,13.80090,INF846K01743INF846K01750,N/A,N/A
120510,Axis Short Duration Fund - Direct Plan - Growth Option,31.79250,INF846K01EI1,N/A,N/A
118487,BANDHAN Asset Allocation Fund Of Fund-Conservative Plan-Direct Plan-IDCW,18.26320,INF194K017A7INF194K018A5,N/A,N/A
120258,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Quarterly IDCW,12.80290,INF109K011A4INF109K012A2,N/A,N/A
132873,NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option,19.57190,INF204KA1WV6,N/A,N/A
112937,NIPPON INDIA EQUITY HYBRID FUND - IDCW Option,28.69210,INF204K01FX9INF204K01FY7,N/A,N/A
112092,Franklin Build India Fund Growth Plan,136.18060,INF090I01AE7,N/A,N/A
118793,NIPPON INDIA EQUITY HYBRID FUND - DIRECT Plan - IDCW Option,39.35910,INF204K01B16INF204K01B24,N/A,N/A
112099,Invesco India Largecap Fund - IDCW (Payout / Reinvestment),30.15000,INF205K01320INF205K01312,N/A,N/A
112329,BANDHAN Asset Allocation Fund - Regular Plan - Moderate Plan - Growth,38.29640,INF194K01AB9,N/A,N/A
112093,Franklin Build India Fund - IDCW ,46.50420,INF090I01AC1INF090I01AD9,N/A,N/A
148098,NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option,0.24770,INF204KB13L8INF204KB14L6,N/A,N/A
113247,ICICI Prudential Banking and PSU Debt Fund Retail Daily Dividend,10.01220,INF109K01WW7INF109K01JM5,N/A,N/A
120394,Invesco India PSU Equity Fund - Direct Plan - IDCW (Payout / Reinvestment),52.01000,INF205K01NE0INF205K01NF7,N/A,N/A
130897,ICICI Prudential Banking and PSU Debt Fund - Bonus,15.88890,INF109KA1B57,N/A,N/A
148258,Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan,0.00000,INF204KB19P6,N/A,N/A
112101,ICICI Prudential R.I.G.H.T. Fund Dividend,22.73000,INF109KA1XQ0,N/A,N/A
148100,Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan,0.43330,INF204KB18L7,N/A,N/A
148271,Nippon India Equity Hybrid Fund - Segregated Portfolio 2 - Growth Plan,0.00000,INF204KB10U5,N/A,N/A
120502,Axis ELSS Tax Saver Fund - Direct Plan - IDCW,56.24350,INF846K01EX0INF846K01EY8,N/A,N/A
120466,Axis Bluechip Fund - Direct Plan - IDCW,26.78000,INF846K01DN3INF846K01DO1,N/A,N/A
120506,Invesco India Money Market Fund - Direct Plan - Daily IDCW (Reinvestment),1006.61340,INF205K01RV5,N/A,N/A
119095,DSP Focus Fund - Direct Plan - IDCW,43.56100,INF740K01OC8INF740K01OD6,N/A,N/A
119635,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - Growth,31.29000,INF903J01OP6,N/A,N/A
147962,Franklin India Income Opportunities Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,0.00000,INF090I01TB3,N/A,N/A
112171,Invesco India PSU Equity Fund - Growth,60.46000,INF205K01338,N/A,N/A
120387,Sahara Star Value Fund-Dividend - Direct,14.47580,INF515L01AS7INF515L01AT5,N/A,N/A
119364,BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Growth,62.18000,INF761K01702,N/A,N/A
122766,NIPPON INDIA EQUITY HYBRID FUND - DIRECT Plan - QUARTERLY IDCW Option,26.89170,INF204K011R2INF204K012R0,N/A,N/A
128961,Axis Treasury Advantage Fund - Direct Plan - Bonus Option,1847.59310,INF846K01NQ5,N/A,N/A
128950,Axis Short Term Fund - Regular Plan - Bonus Option,22.37370,INF846K01NS1,N/A,N/A
128954,Axis Liquid Fund - Direct plan - Bonus Option,2215.57050,INF846K01NH4,N/A,N/A
113243,ICICI Prudential Banking and PSU Debt Fund Retail Weekly Dividend,10.33050,INF109K01WV9INF109K01IJ3,N/A,N/A
118780,Nippon India Credit Risk Fund - Direct Plan - Growth Plan,36.14890,INF204K01A74,N/A,N/A
112120,Invesco India Money Market Fund - Regular - Growth,2583.66340,INF205K01SG4,N/A,N/A
112870,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),18.68260,INF903J01HD6INF903J01HG9,N/A,N/A
112717,Axis Treasury Advantage Fund - Retail Plan - Growth Option,2762.72730,INF846K01479,N/A,N/A
148265,Nippon India Equity Hybrid Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan,0.00000,INF204KB13T1,N/A,N/A
112342,ICICI Prudential Banking and PSU Debt Fund - Growth,31.07000,INF109K01RT3,N/A,N/A
112868,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan - Growth,28.54900,INF903J01HB0,N/A,N/A
120516,Axis Treasury Advantage Fund - Direct Plan - Monthly IDCW,1013.65840,INF846K01EO9INF846K01EP6,N/A,N/A
148260,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,0.00000,INF204KB11Q1INF204KB12Q9,N/A,N/A
,,N/A,,N/A,N/A
112355,Axis Short Duration Fund - Regular Plan - Monthly IDCW,10.25200,INF846K01651INF846K01669,N/A,N/A
112722,Axis Short Duration Fund - Retail Plan - Weekly IDCW,10.22750,INF846K01628INF846K01636,N/A,N/A
112347,DSP World Mining Fund of Fund - Regular Plan - IDCW,15.17310,INF740K01748INF740K01AL8,N/A,N/A
119732,SBI PSU Fund - DIRECT PLAN - GROWTH,33.75270,INF200K01UY4,N/A,N/A
118489,BANDHAN Asset Allocation Fund Of Fund-Moderate Plan-Direct Plan-Growth,40.83230,INF194K019A3,N/A,N/A
112359,BANK OF INDIA Manufacturing & Infrastructure Fund-Growth,53.70000,INF761K01199,N/A,N/A
112353,BANDHAN Conservative Hybrid Fund - Regular Plan - Growth,30.60750,INF194K01RW9,N/A,N/A
119365,BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Quarterly IDCW,61.13000,INF761K01728INF761K01710,N/A,N/A
120465,Axis Bluechip Fund - Direct Plan - Growth,65.05000,INF846K01DP8,N/A,N/A
112901,DSP Focus Fund - Regular Plan - Growth,51.53500,INF740K01532,N/A,N/A
112293,DSP World Mining Fund of Fund - Regular Plan - Growth,15.93200,INF740K01730,N/A,N/A
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,102.25230,INF846K01EW2,N/A,N/A
119161,Navi Liquid Fund - Direct Plan Monthly IDCW - Payout,10.04850,INF959L01GG9INF959L01GH7,N/A,N/A
112360,BANK OF INDIA Manufacturing & Infrastructure Fund-Quarterly IDCW,34.86000,INF761K01231INF761K01223,N/A,N/A
118491,BANDHAN Conservative Hybrid Fund-Direct Plan-Growth,34.03230,INF194K015B9,N/A,N/A
103764,SBI Debt Fund Series-90 Days-1-Dividend,10.00000,,N/A,N/A
118524,Franklin India Smaller Companies Fund - Direct - IDCW ,61.52460,INF090I01IO9INF090I01IP6,N/A,N/A
103340,ICICI Prudential Liquid Fund - Growth,370.23480,INF109K01VQ1,N/A,N/A
103354,SBI Magnum Debt Fund Series-180 days-3-Dividend,0.00000,,N/A,N/A
119595,Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Direct Plan - Growth),102.74370,INF903J01NH5,N/A,N/A
141068,Quantum Long Term Equity Value Fund - Regular Plan Growth Option,121.88000,INF082J01242,N/A,N/A
135173,JM Arbitrage Fund (Direct) - Annual IDCW,15.17240,INF192K01KY4INF192K01KZ1,N/A,N/A
118526,Templeton India EQUITY INCOME FUND - Direct - IDCW ,30.26480,INF090I01IR2INF090I01IS0,N/A,N/A
,,N/A,,N/A,N/A
118525,Franklin India Smaller Companies Fund - Direct - Growth,190.80930,INF090I01IQ4,N/A,N/A
135170,JM Arbitrage Fund (Regular) - Half Yearly IDCW,13.97070,INF192K01KS6INF192K01KT4,N/A,N/A
103341,ICICI Prudential Liquid Fund -Monthly IDCW,100.32020,INF109K01VR9,N/A,N/A
139432,ICICI Prudential Liquid Fund - Unclaimed IDCW Investor Education,100.00000,INF109KB1WS7,N/A,N/A
118527,Templeton India Equity Income Fund - Direct - Growth,149.71730,INF090I01IT8,N/A,N/A
120688,ICICI Prudential Exports & Services Fund - Direct Plan - Growth,167.71000,INF109K01W25,N/A,N/A
119123,DSP Liquidity Fund - Direct Plan - IDCW - Weekly,1002.03300,INF740KA1OC4INF740KA1OD2,N/A,N/A
141066,Quantum Liquid Fund - Regular Plan Growth Option,33.60030,INF082J01309,N/A,N/A
112327,BANDHAN Asset Allocation Fund - Regular Plan - Conservative Plan - Growth,31.73610,INF194K01987,N/A,N/A
103637,ICICI Prudential Money Market Fund Option - Monthly IDCW,100.88190,INF109K01UC3INF109K01UB5,N/A,N/A
120188,ICICI Prudential Liquid Fund - Direct Plan - Daily IDCW,100.10820,INF109K01Q15,N/A,N/A
119515,Aditya Birla Sun Life Infrastructure Fund -  Direct - IDCW,45.20000,INF209K01WG8,N/A,N/A
103736,Quantum Liquid Fund - Direct Plan Daily IDCW,10.00850,INF082J01135,N/A,N/A
135167,JM Arbitrage Fund (Regular) - Annual IDCW,13.86990,INF192K01KW8INF192K01KX6,N/A,N/A
103475,Aditya Birla Sun Life Infrastructure Fund -  Regular - IDCW,27.02000,INF209K01470INF209K01CT3,N/A,N/A
103781,JM Arbitrage Fund (Regular) - IDCW ,14.57120,INF192K01494INF192K01502,N/A,N/A
103312,ICICI Prudential Exports & Services Fund - Growth,154.63000,INF109K01BB5,N/A,N/A
120481,JM Arbitrage Fund (Direct)- IDCW,15.71140,INF192K01BL0INF192K01BM8,N/A,N/A
120196,ICICI Prudential Liquid Fund - Direct Plan - Quarterly IDCW,102.20430,INF109K01Q72INF109K01Q80,N/A,N/A
119125,DSP Liquidity Fund - Direct Plan - Growth,3608.40590,INF740K01QL4,N/A,N/A
102142,Sundaram Consumption Fund(Formerly Known as Sundaram Rural and Consumption Fund Regular Plan - Growth),94.27650,INF903J01561,N/A,N/A
