Code,Scheme Name,NAV,ISIN Div Payout,ISIN Growth,ISIN Div Reinvestment
128540,HDFC FMP 3360D March 2014 (1) - IDCW Option,10.00000,INF179KA1IG7,N/A,N/A
138341,PGIM India Ultra Short Duration Fund - Weekly Dividend,10.08510,INF223J01FO0INF223J01FP7,N/A,N/A
,,N/A,,N/A,N/A
133908,LIC MF Banking and Financial Services Fund-Direct Plan-IDCW,20.93700,INF767K01NJ8INF767K01NL4,N/A,N/A
138362,PGIM India Ultra Short Duration Fund - Direct Plan - Weekly Dividend,10.27360,INF223J01QR0INF223J01QS8,N/A,N/A
138285,PGIM India Liquid Fund - Daily Dividend,100.30400,INF223J01BO9,N/A,N/A
139619,Taurus Investor Education Pool - Unclaimed Dividend - Growth,10.00000,,N/A,N/A
139474,ICICI Prudential Fixed Maturity Plan - Series 79 - 1130 Days Plan E  Dividend Option,12.43660,INF109KB1XI6,N/A,N/A
139712,Sundaram Long Term Micro Cap Tax Advantage Fund Series III Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),27.65820,INF903JA1435,N/A,N/A
133815,Kotak World Gold Fund - Standard Plan - Growth Option,11.19900,INF178L01152,N/A,N/A
139455,ICICI Prudential Nifty50 Value 20 ETF,15.12710,INF109KC11V0,N/A,N/A
138880,PGIM India Arbitrage Fund - Direct Plan - Annual Dividend,11.72250,INF223J012N9,N/A,N/A
139476,ICICI Prudential Fixed Maturity Plan - Series 79 - 1130 Days Plan E  Direct Plan Dividend Option,12.51940,INF109KB1XK2,N/A,N/A
139822,PGIM India Hybrid Equity Fund-Quarterly Dividend Option,20.99000,INF663L01OC0INF663L01OD8,N/A,N/A
,,N/A,,N/A,N/A
138877,PGIM India Arbitrage Fund - Direct Plan - Regular Dividend,12.62210,INF223J019M6INF223J014N5,N/A,N/A
138354,DHFL Pramerica Ultra Short Term Fund - Annual Dividend,10.78850,INF223J01JJ2,N/A,N/A
138329,PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend,16.34780,INF223J01OM6,N/A,N/A
138887,PGIM India Arbitrage Fund - Regular Plan - Regular Dividend,11.98890,INF223J019L8INF223J013M9,N/A,N/A
,,N/A,,N/A,N/A
138299,PGIM India Liquid Fund - Direct Plan - Growth,329.15690,INF223J01NS5,N/A,N/A
138528,PGIM India Global Equity Opportunities Fund - Direct Plan - Growth,49.03000,INF223J01NF2,N/A,N/A
139865,Motilal Oswal Balanced Advantage Fund Direct - Quarterly IDCW Payout/Reinvestment,14.25930,INF247L01643INF247L01668,N/A,N/A
,,N/A,INF109KB1YR5,N/A,N/A
139578,Kotak FMP Series 196 - Direct - Growth,12.48885,INF174K015H0,N/A,N/A
139780,Mahindra Manulife ELSS Tax Saver Fund - Regular Plan - IDCW,18.41800,INF174V01085,N/A,N/A
134181,Reliance Fixed Horizon Fund XXVIII- Series 14- Direct Plan-Growth Option,13.26760,INF204KA1J58,N/A,N/A
139736,Nippon India Fixed Horizon Fund XXXI Series 9 - Dividend Payout Option,10.00000,INF204KB1BU1,N/A,N/A
,,N/A,,N/A,N/A
133311,Reliance Capital Builder Fund II - Series B - Direct Plan - Dividend Payout Option,13.83290,INF204KA1ZJ4,N/A,N/A
,,N/A,INF204KA1H43,N/A,N/A
133293,ICICI Prudential Capital Protection Oriented Fund - Series VII - 1822 Days Plan D Cumulative Option,13.68610,INF109KA10P8,N/A,N/A
133217,ICICI Prudential Capital Protection Oriented Fund - Series VII - 1284 Days Plan C Direct Plan Dividend Option,12.92010,INF109KA11N1,N/A,N/A
133379,ICICI Prudential Capital Protection Oriented Fund - Series VII - 1284 Days Plan E Direct Plan Cumulative Option,12.54090,INF109KA16P5,N/A,N/A
133245,ICICI Prudential Fixed Maturity Plan - Series 76 - 1100 Days Plan D Direct Plan Dividend Option,12.75770,INF109KA15N2,N/A,N/A
139618,Taurus Investor Education Pool - Unclaimed Redemption - Growth,10.00000,,N/A,N/A
133247,ICICI Prudential Fixed Maturity Plan - Series 76 - 1100 Days Plan D Dividend Option,12.66210,INF109KA13N7,N/A,N/A
139534,Mahindra Manulife Liquid Fund - Regular Plan - Daily IDCW,1000.56860,INF174V01028,N/A,N/A
133307,LIC MF Nifty 8-13 yr G-Sec ETF,26.47090,INF767K01MV5,N/A,N/A
133173,ICICI Prudential Multiple Yield Fund - Series 8 -1101 Days Plan E Dividend Option,12.09370,INF109KA17L2,N/A,N/A
,,N/A,,N/A,N/A
133364,SBI LONG TERM ADVANTAGE FUND - SERIES II - DIRECT PLAN - GROWTH,44.59280,INF200KA1333,N/A,N/A
131061,ICICI Prudential Constant Maturity Gilt Fund - Direct Plan - Growth,23.68370,INF109KA1O37,N/A,N/A
133329,Reliance Fixed Horizon Fund XXVIII- Series 2- Dividend Payout Option,10.00000,INF204KA1ZP1,N/A,N/A
139579,Kotak FMP Series 196 - Regular - Dividend Payout,10.00001,INF174K014H3,N/A,N/A
133132,Reliance Capital Builder Fund II- Series A- Direct Plan-Growth Option,14.54940,INF204KA1YK5,N/A,N/A
130864,NIPPON INDIA - JAPAN EQUITY FUND - DIRECT Plan - IDCW Option,20.43620,INF204KA1SM3,N/A,N/A
139761,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan O Direct Plan Cumulative Option,12.84740,INF109KB1ZS0,N/A,N/A
133328,Reliance Fixed Horizon Fund XXVIII- Series 2- Direct Plan-Dividend Payout Option,10.00000,INF204KA1ZR7,N/A,N/A
133218,ICICI Prudential Capital Protection Oriented Fund - Series VII - 1284 Days Plan C Cumulative Option,12.37300,INF109KA18M8,N/A,N/A
139765,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Direct Plan Dividend Option,13.02900,INF109KB1ZV4,N/A,N/A
133306,Reliance Dual Advantage Fixed Tenure Fund VII - Plan B - Dividend Payout Option,10.00000,INF204KA1ZE5,N/A,N/A
133381,ICICI Prudential Capital Protection Oriented Fund - Series VII - 1284 Days Plan E Dividend Option,12.08710,INF109KA15P7,N/A,N/A
130870,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan G Direct Plan Cumulative Option,12.82300,INF109KA1B24,N/A,N/A
,,N/A,,N/A,N/A
139592,ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days Direct Plan Cumulative Option,13.48920,INF109KB1YC7,N/A,N/A
139529,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - REGULAR  PLAN  GROWTH,36.84000,INF761K01DP9,N/A,N/A
133113,ICICI Prudential Multiple Yield Fund - Series 8 -1822 Days Plan D Dividend Option,13.59950,INF109KA19J2,N/A,N/A
139651,Nippon India Fixed Horizon Fund XXXI- Series 8- Growth Option,13.02020,INF204KB1AZ2,N/A,N/A
140019,ICICI Prudential Fixed Maturity Plan - Series 80 - 1100 Days Plan A Cumulative Option,12.58930,INF109KB1H42,N/A,N/A
139616,Taurus Unclaimed Dividend - Growth,16.39380,,N/A,N/A
133568,Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan- Growth Plan - Growth Option,31.10650,INF204KA1B72,N/A,N/A
130986,ICICI Prudential Value Fund - Series 5 Direct Plan Dividend Option,11.26000,INF109KA1J34,N/A,N/A
139572,Nippon India Dual Advantage Fixed Tenure Fund IX- Plan E- Dividend Payout Option,10.00000,INF204KB1AL2,N/A,N/A
139477,ICICI Prudential Fixed Maturity Plan - Series 79 - 1130 Days Plan E  Direct Plan Cumulative Option,12.51940,INF109KB1XJ4,N/A,N/A
,,N/A,,N/A,N/A
139849,Nippon India Fixed Horizon Fund XXXI- Series 13- Dividend Payout Option,10.00000,INF204KB1DE1,N/A,N/A
139843,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan P Direct Plan Dividend Option,12.37070,INF109KB1B71,N/A,N/A
,,N/A,,N/A,N/A
139545,Reliance Fixed Horizon Fund XXXI- Series 5- Dividend Payout Option,10.00000,INF204KB1AC1,N/A,N/A
,,N/A,,N/A,N/A
131195,ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan I Cumulative Option,13.17950,INF109KA1R26,N/A,N/A
,,N/A,,N/A,N/A
139840,BANDHAN BSE Sensex ETF,834.03370,INF194KA1T91,N/A,N/A
139943,ICICI Prudential Fixed Maturity Plan - Series 79 - 1404 Days Plan T Cumulative Option,13.02670,INF109KB1C62,N/A,N/A
139591,ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days Dividend Option,12.92630,INF109KB1YF0,N/A,N/A
,,N/A,,N/A,N/A
,,N/A,,N/A,N/A
139859,UTI Capital Protection Oriented Scheme Series VIII -II  (1831 Days) - Direct Plan - Growth Option,15.60520,INF789FC1DO9,N/A,N/A
,,N/A,,N/A,N/A
139941,ICICI Prudential Fixed Maturity Plan - Series 79 - 1404 Days Plan T Direct Plan Cumulative Option,13.10430,INF109KB1C88,N/A,N/A
139985,UTI Capital Protection Oriented Scheme Series VIII-III (1281 Days) - Regular Plan - Growth Option,11.55920,INF789FC1EA6,N/A,N/A
139544,Reliance Fixed Horizon Fund XXXI- Series 5- Growth Option,12.39490,INF204KB1AB3,N/A,N/A
139496,Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt,26.88460,INF204KB1882,N/A,N/A
139652,Nippon India Fixed Horizon Fund XXXI- Series 8- Direct Plan - Growth Option,13.28950,INF204KB1BB1,N/A,N/A
139575,Reliance Fixed Horizon Fund XXXI- Series 6- Direct Plan-Growth Option,11.97700,INF204KB1AH0,N/A,N/A
139519,ICICI Prudential BSE Midcap Select ETF,16.99830,INF109KC10W0,N/A,N/A
139872,Motilal Oswal Balanced Advantage Fund  (MOFDYNAMIC) - Direct Plan - Growth Option,23.03050,INF247L01635,N/A,N/A
139465,Reliance Fixed Horizon Fund XXXI- Series 4- Direct Plan-Dividend Payout Option,10.00000,INF204KB1791,N/A,N/A
139542,Reliance Fixed Horizon Fund XXXI- Series 5- Direct Plan-Growth Option,12.53180,INF204KB1AD9,N/A,N/A
,,N/A,,N/A,N/A
139462,Reliance Fixed Horizon Fund XXXI- Series 4- Growth Option,12.91720,INF204KB1767,N/A,N/A
139841,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan P Cumulative Option,12.30180,INF109KB1B48,N/A,N/A
,,N/A,,N/A,N/A
139538,Mahindra Manulife Liquid Fund - Direct Plan -Growth,1643.68270,INF174V01044,N/A,N/A
,,N/A,INF174K011H9,N/A,N/A
139653,Nippon India Fixed Horizon Fund XXXI- Series 8- Dividend Payout Option,10.00000,INF204KB1BA3,N/A,N/A
139600,Nippon India Dual Advantage Fixed Tenure Fund IX- Plan F-Dividend Payout Option,10.00000,INF204KB1AT5,N/A,N/A
,,N/A,,N/A,N/A
139540,Mahindra Manulife Liquid Fund - Unclaimed Redemption / IDCW Beyond 3 years,1000.00000,,N/A,N/A
139573,Reliance Fixed Horizon Fund XXXI- Series 6- Growth Option,11.78860,INF204KB1AF4,N/A,N/A
,,N/A,,N/A,N/A
139989,Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),26.65400,INF903JA1534,N/A,N/A
,,N/A,,N/A,N/A
139595,Reliance Fixed Horizon Fund XXXI- Series 7- Dividend Payout Option,12.28400,INF204KB1AO6,N/A,N/A
139475,ICICI Prudential Fixed Maturity Plan - Series 79 - 1130 Days Plan E  Cumulative Option,12.43660,INF109KB1XH8,N/A,N/A
139464,Reliance Fixed Horizon Fund XXXI- Series 4- Direct Plan-Growth Option,13.11740,INF204KB1783,N/A,N/A
139598,Nippon India Dual Advantage Fixed Tenure Fund IX- Plan F-Growth Option,12.14290,INF204KB1AU3,N/A,N/A
,,N/A,,N/A,N/A
139733,Nippon India Fixed Horizon Fund XXXI Series 9 - Growth Option,12.32350,INF204KB1BT3,N/A,N/A
139539,Mahindra Manulife Liquid Fund - Unclaimed Redemption / IDCW Upto three years,1218.63430,,N/A,N/A
,,N/A,,N/A,N/A
131057,ICICI Prudential Constant Maturity Gilt Fund - quarterly IDCW,11.03600,INF109KA1N61INF109KA1O03,N/A,N/A
139601,Nippon India Dual Advantage Fixed Tenure Fund IX- Plan F-Direct Plan-Dividend Payout Option,10.00000,INF204KB1AR9,N/A,N/A
,,N/A,,N/A,N/A
139574,Reliance Fixed Horizon Fund XXXI- Series 6- Dividend Payout Option,10.00000,INF204KB1AG2,N/A,N/A
139470,ICICI Prudential Capital Protection Oriented Fund - Series X - 1375 Days Plan B Cumulative Plan,12.01120,INF109KB1WZ2,N/A,N/A
139645,ICICI Prudential Fixed Maturity Plan - Series 79 - 1120 Days Plan J Dividend Option,12.42770,INF109KB1YP9,N/A,N/A
,,N/A,INF204KB1AE7,N/A,N/A
,,N/A,,N/A,N/A
139710,Sundaram Long Term Micro Cap Tax Advantage Fund Series III Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),28.51310,INF903JA1450,N/A,N/A
139988,UTI Capital Protection Oriented Scheme Series VIII-III (1281 Days) - Regular Plan - Dividend Option,10.00020,INF789FC1DZ5,N/A,N/A
139451,ICICI Prudential Fixed Maturity Plan - Series 79 - 1140 Days Plan D  Cumulative Option,12.66180,INF109KB1XD7,N/A,N/A
139704,ICICI Prudential Fixed Maturity Plan - Series 79 - 1118 Days Plan K Cumulative Option,12.36820,INF109KB1YS3,N/A,N/A
139987,UTI Capital Protection Oriented Scheme Series VIII-III (1281 Days) - Direct Plan - Dividend Option,10.00010,INF789FC1EB4,N/A,N/A
139541,Mahindra Manulife Liquid Fund - Regular Plan - Weekly IDCW,1010.52190,INF174V01036,N/A,N/A
139453,ICICI Prudential Fixed Maturity Plan - Series 79 - 1140 Days Plan D  Direct Plan Cumulative Option,12.81800,INF109KB1XF2,N/A,N/A
139452,ICICI Prudential Fixed Maturity Plan - Series 79 - 1140 Days Plan D  Direct Plan Dividend Option,12.81800,INF109KB1XG0,N/A,N/A
139842,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan P Direct Plan Cumulative Option,12.37070,INF109KB1B63,N/A,N/A
139964,Nippon India Fixed Horizon Fund XXXI- Series 15- Direct Plan-Growth Option,13.06630,INF204KB1ED1,N/A,N/A
139764,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Direct Plan Cumulative Option,13.02900,INF109KB1ZU6,N/A,N/A
139473,ICICI Prudential Capital Protection Oriented Fund - Series X - 1375 Days Plan B Direct Plan Dividend Option,12.49080,INF109KB1XC9,N/A,N/A
,,N/A,,N/A,N/A
139860,UTI Capital Protection Oriented Scheme - Series VIII-II (1831 Days) - Direct Plan - IDCW,10.00010,INF789FC1DN1,N/A,N/A
,,N/A,,N/A,N/A
139991,Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),26.05940,INF903JA1518,N/A,N/A
,,N/A,INF174K010H1,N/A,N/A
139994,ICICI Prudential Multiple Yield Fund - Series 11 - Plan C 1387 Days Dividend Option,12.20910,INF109KB1G43,N/A,N/A
139593,ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days Direct Plan Dividend Option,13.48920,INF109KB1YD5,N/A,N/A
,,N/A,,N/A,N/A
,,N/A,,N/A,N/A
,,N/A,,N/A,N/A
139530,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN IDCW,32.48000,INF761K01DN4INF761K01DO2,N/A,N/A
,,N/A,,N/A,N/A
139844,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan P Dividend Option,12.30180,INF109KB1B55,N/A,N/A
139996,ICICI Prudential Multiple Yield Fund - Series 11 - Plan C 1387 Days Cumulative Option,12.20910,INF109KB1G50,N/A,N/A
,,N/A,,N/A,N/A
139749,ICICI Prudential Fixed Maturity Plan - Series 79 - 1106 Days Plan M  Dividend Option,12.29500,INF109KB1ZJ9,N/A,N/A
,,N/A,,N/A,N/A
138336,DHFL Pramerica Premier Bond Fund - Annual Bonus,24.93340,INF223J01WZ1,N/A,N/A
139570,Nippon India Dual Advantage Fixed Tenure Fund IX- Plan E- Direct Plan-Growth Option,13.03070,INF204KB1AK4,N/A,N/A
139454,ICICI Prudential Fixed Maturity Plan - Series 79 - 1140 Days Plan D  Dividend Option,12.66180,INF109KB1XE5,N/A,N/A
,,N/A,,N/A,N/A
133122,Kotak Nifty Bank ETF,514.96100,INF174K01F59,N/A,N/A
139463,Reliance Fixed Horizon Fund XXXI- Series 4- Dividend Payout Option,10.00000,INF204KB1775,N/A,N/A
139759,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan O Dividend Option,12.73870,INF109KB1ZR2,N/A,N/A
131097,Kotak FMP Series 163 (1100 Days) - Direct Growth,12.98012,INF174K01A13,N/A,N/A
,,N/A,INF174K01F83,N/A,N/A
,,N/A,,N/A,N/A
139735,Nippon India Fixed Horizon Fund XXXI Series 9 - Direct Plan - Growth Option,12.52000,INF204KB1BV9,N/A,N/A
133202,Reliance Fixed Horizon Fund XXVII- Series 15- Direct Plan- Dividend Payout Option,10.00000,INF204KA1YT6,N/A,N/A
139471,ICICI Prudential Capital Protection Oriented Fund - Series X - 1375 Days Plan B Direct Plan Cumulative Plan,12.54740,INF109KB1XB1,N/A,N/A
,,N/A,,N/A,N/A
139527,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN GROWTH,39.80000,INF761K01DM6,N/A,N/A
139734,Nippon India Fixed Horizon Fund XXXI Series 9 - Direct Plan - Dividend Payout Option,10.00000,INF204KB1BW7,N/A,N/A
139536,Mahindra Manulife Liquid Fund - Direct Plan - Weekly IDCW,1004.11500,INF174V01069,N/A,N/A
139839,BANDHAN Nifty 50 ETF,255.38870,INF194KA1U07,N/A,N/A
139472,ICICI Prudential Capital Protection Oriented Fund - Series X - 1375 Days Plan B Dividend Plan,11.95610,INF109KB1XA3,N/A,N/A
139537,Mahindra Manulife Liquid Fund - Regular Plan - Growth,1627.37730,INF174V01010,N/A,N/A
140157,Nippon India Fixed Horizon Fund XXXII- Series 2- Dividend Payout Option,10.00000,INF204KB1FR8,N/A,N/A
139990,Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Direct Plan - Growth,28.00390,INF903JA1526,N/A,N/A
140353,Edelweiss Flexi Cap Fund - Direct Plan - Growth Option,42.14800,INF843K01KK1,N/A,N/A
139766,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Dividend Option,12.57650,INF109KB1ZX0,N/A,N/A
,,N/A,INF204KB1FW8,N/A,N/A
139783,Mahindra Manulife ELSS Tax Saver Fund- Regular Plan - Growth,26.77630,INF174V01077,N/A,N/A
,,N/A,,N/A,N/A
140175,Edelweiss Large & Mid Cap Fund - Direct Plan - Growth Option,97.07100,INF843K01AL0,N/A,N/A
140141,ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan A 2056 Days - Direct Plan - IDCW Option,15.77030,INF109KB1L12,N/A,N/A
140121,UTI FTIF Series XXV-X (1229 Days)- Direct Plan - Quarterly Div Option,10.00000,INF789FC1FP1,N/A,N/A
,,N/A,,N/A,N/A
139760,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan O Direct Plan Dividend Option,12.84740,INF109KB1ZT8,N/A,N/A
139863,Motilal Oswal Balanced Advantage Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option,15.93020,INF247L01601INF247L01627,N/A,N/A
140297,Edelweiss Government Securities Fund - Regular Plan - Growth Option,23.53990,INF843K01HC4,N/A,N/A
140199,Edelweiss Liquid Fund - Direct Plan Fortnightly - IDCW Option,2480.73210,INF754K01GV5INF754K01GR3,N/A,N/A
,,N/A,INF109KB1C96,N/A,N/A
139596,Reliance Fixed Horizon Fund XXXI- Series 7- Direct Plan-Growth Option,12.48970,INF204KB1AP3,N/A,N/A
,,N/A,,N/A,N/A
140429,Nippon India Dual Advantage Fixed Tenure Fund X- Plan D- Growth Option,12.05770,INF204KB1GN5,N/A,N/A
140142,ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan A 2056 Days - Direct Plan - Cumulative Option,15.77030,INF109KB1L04,N/A,N/A
,,N/A,,N/A,N/A
140176,Edelweiss Liquid Fund - Retail Plan - Growth Option,2907.79720,INF754K01HE9,N/A,N/A
140183,Edelweiss Liquid Fund - Regular Plan Monthly - IDCW Option,1086.34000,INF754K01HL4INF754K01HD1,N/A,N/A
139870,Motilal Oswal Balanced Advantage Fund (MOFDYNAMIC) - Regular Plan - Growth Option,20.91330,INF247L01585,N/A,N/A
140158,Nippon India Fixed Horizon Fund XXXII- Series 2- Direct Plan-Growth Option,12.71820,INF204KB1FS6,N/A,N/A
140296,Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Direct Plan,20.43180,INF843K01GI3,N/A,N/A
135036,ICICI Prudential Value Fund - Series 8 Dividend Option,10.17000,INF109KC1JJ2,N/A,N/A
140124,UTI FTIF Series XXV-X (1229 Days)- Regular Plan - Quarterly Div Option,10.00000,INF789FC1FT3,N/A,N/A
140152,Nippon India Fixed Horizon Fund XXXII- Series 1- Growth Option,12.49340,INF204KB1FM9,N/A,N/A
,,N/A,,N/A,N/A
135125,Axis Equity Savings Fund - Regular Plan - Quarterly IDCW,12.54000,INF846K01VR6INF846K01VS4,N/A,N/A
135108,ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1101 Days Plan G Cumulative Option,11.81870,INF109KB1KN3,N/A,N/A
,,N/A,,N/A,N/A
140420,UTI FTIF Series XXV-XII (1198 Days)- Regular Plan - Growth Option,12.47000,INF789FC1HB7,N/A,N/A
135086,Reliance Dual Advantage Fixed Tenure Fund VIII- Plan A- Direct Plan- Growth Option,12.47900,INF204KA11J8,N/A,N/A
140233,Edelweiss Money Market Fund - Regular Plan - Annual - IDCW Option,26.97070,INF843K01922INF843K01914,N/A,N/A
140126,UTI FTIF Series XXV-X (1229 Days)- Direct Plan - Annual Div Option,10.00000,INF789FC1FQ9,N/A,N/A
135085,Reliance Dual Advantage Fixed Tenure Fund VIII- Plan A- Dividend Payout Option,10.00000,INF204KA12J6,N/A,N/A
135110,ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1101 Days Plan G Dividend Option,11.81870,INF109KB1KO1,N/A,N/A
,,N/A,,N/A,N/A
140417,UTI FTIF Series XXV-XII (1198 Days)- Regular Plan - Maturity Div Option,10.00010,INF789FC1HA9,N/A,N/A
134926,ICICI Prudential Fixed Maturity Plan - Series 77 - 1100 Days Plan L Direct Plan Dividend Option,12.54710,INF109KB1IW8,N/A,N/A
140173,Edelweiss Large and Mid Cap Fund - Regular Plan - IDCW Option,31.77400,INF843K01054INF843K01062,N/A,N/A
135013,ICICI Prudential Fixed Maturity Plan - Series 77 - 1105 Days Plan N - Dividend Option,12.58330,INF109KB1JW6,N/A,N/A
135120,Axis Equity Savings Fund - Direct Plan - Growth,23.87000,INF846K01VJ3,N/A,N/A
135000,Reliance Interval Fund IV- Series 3- Dividend Payout Option,10.00740,INF204KA12I8,N/A,N/A
135047,Kotak FMP Series 176 - Regular Plan - Growth,12.65421,INF174K01S70,N/A,N/A
140184,Edelweiss Liquid Fund - Regular Plan Fortnightly - IDCW Option,2159.29810,INF754K01HK6INF754K01HC3,N/A,N/A
140255,Edelweiss ASEAN Equity Off-shore Fund - Regular Plan - Growth Option,28.01600,INF843K01609,N/A,N/A
135123,Axis Equity Savings Fund - Regular Plan - Monthly IDCW,12.07000,INF846K01VP0INF846K01VQ8,N/A,N/A
134923,Nippon India US Equity Opportunites Fund- Direct Plan- Growth Plan- Growth Option,37.64620,INF204KA15G5,N/A,N/A
134944,ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1115 Days Plan F Dividend Option,12.01530,INF109KB1IY4,N/A,N/A
140423,UTI FTIF Series XXV-XII (1198 Days)- Direct Plan - Maturity Div Option,10.00010,INF789FC1GY1,N/A,N/A
140168,UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Regular Plan - Growth Option,11.90020,INF789FC1GF0,N/A,N/A
135094,Reliance Fixed Horizon Fund XXIX - Series 1- Direct Plan-Growth Option,12.76550,INF204KA16J7,N/A,N/A
139521,Axis Equity Savings Fund - Regular Plan - Regular IDCW,13.35000,INF846K01XR2INF846K01XS0,N/A,N/A
134929,ICICI Prudential Fixed Maturity Plan - Series 77 - 1100 Days Plan L Direct Plan Cumulative Option,12.54710,INF109KB1IV0,N/A,N/A
134943,ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1115 Days Plan F Direct Plan Dividend Option,12.41290,INF109KB1JA2,N/A,N/A
140167,Nippon India Fixed Horizon Fund XXXII- Series 4- Direct Plan-Growth Option,13.20090,INF204KB1GA2,N/A,N/A
140153,Nippon India Fixed Horizon Fund XXXII- Series 1- Dividend Payout Option,10.00000,INF204KB1FN7,N/A,N/A
140431,Nippon India Dual Advantage Fixed Tenure Fund X- Plan D- Direct Plan-Growth Option,12.39350,INF204KB1GL9,N/A,N/A
140155,Nippon India Fixed Horizon Fund XXXII- Series 1- Direct Plan- Dividend Payout Option,10.00000,INF204KB1FP2,N/A,N/A
135122,Axis Equity Savings Fund - Regular Plan - Growth,21.27000,INF846K01VO3,N/A,N/A
,,N/A,INF174K01S05,N/A,N/A
,,N/A,,N/A,N/A
135011,ICICI Prudential Fixed Maturity Plan - Series 77 - 1105 Days Plan N - Cumulative Option,12.58330,INF109KB1JV8,N/A,N/A
135095,Reliance Fixed Horizon Fund XXIX - Series 1- Direct Plan-Dividend Payout Option,10.00000,INF204KA17J5,N/A,N/A
,,N/A,,N/A,N/A
134925,NIPPON INDIA - US EQUITY OPPORTUNITES FUND - Direct Plan - IDCW Option,37.64620,INF204KA16G3INF204KA17G1,N/A,N/A
140182,Edelweiss Liquid Fund - Regular Plan - Growth Option,3197.42710,INF754K01GZ6,N/A,N/A
134838,Kotak FMP Series 175 (1100 Days) - Regular Growth,12.74498,INF174K01R71,N/A,N/A
135050,Kotak FMP Series 176 - Regular Plan - Dividend,12.65421,INF174K01S88,N/A,N/A
134844,ICICI Prudential Capital Protection Oriented Fund - Series VIII -1107 Days Plan E Direct Plan Cumulative Option,12.63910,INF109KB1IB2,N/A,N/A
135002,Reliance Interval Fund IV- Series 3- Growth option,12.50810,INF204KA13I6,N/A,N/A
140365,ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan B 1222 Days - Direct Plan - Dividend Option,12.29230,INF109KB1L79,N/A,N/A
,,N/A,INF204KB1FX6,N/A,N/A
,,N/A,,N/A,N/A
,,N/A,,N/A,N/A
,,N/A,,N/A,N/A
,,N/A,INF109KB1JY2,N/A,N/A
140174,Edelweiss Large and Mid Cap Fund - Direct Plan - IDCW Option,37.65200,INF843K01AM8INF843K01AN6,N/A,N/A
135092,Reliance Fixed Horizon Fund XXIX - Series 1- Growth Option,12.64080,INF204KA14J2,N/A,N/A
140143,ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan A 2056 Days - Cumulative Option,15.02070,INF109KB1K88,N/A,N/A
,,N/A,,N/A,N/A
140327,Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Direct Plan - Growth Option,16.20560,INF843K01IZ3,N/A,N/A
134889,Reliance Interval Fund -IV -Series 2 - Dividend Payout Option,10.00130,INF204KA10F8,N/A,N/A
140602,Nippon India Fixed Horizon Fund XXXII- Series 10- Growth Option,10.43020,INF204KB1HI3,N/A,N/A
140436,ICICI Prudential Value Fund - Series 10 - Direct Plan - Dividend Option,10.91000,INF109KB1M11,N/A,N/A
140148,Nippon India Dual Advantage Fixed Tenure Fund X- Plan B- Growth Option,12.15270,INF204KB1FH9,N/A,N/A
134999,Reliance Interval Fund IV- Series 3- Direct Plan-Growth option,12.74290,INF204KA15I1,N/A,N/A
